objectid,census_tract,num_props,min_period,max_period,principal,interest,penalty,other,balance,avg_balance
303,42101031402,49,2006,2024,228297.98,22489.08,4779.2,31681.97,287248.23,5862.21
304,42101031501,62,2010,2024,243245.91,16235.67,4087.75,39487.08,303056.41,4888.01
305,42101031502,41,2004,2024,226825.64,31887.15,8108.31,32088.53,298909.63,7290.48
306,42101031600,67,1988,2024,354838.09,67238.56,8298.42,47520.67,477895.74,7132.77
307,42101031700,89,1999,2024,326673.47,24122.51,5659.52,58832.85,415288.35,4666.16
308,42101031800,98,1997,2024,241776.38,34439.17,6387.87,75175.82,357779.24,3650.81
309,42101031900,112,1997,2024,352651.08,44329.26,7479.57,78519.07,482978.98,4312.31
310,42101032000,110,2003,2024,369367.99,51091.25,9665.54,66261.25,497608.05,4523.71
311,42101032100,124,1997,2024,458359.18,85993.48,14138.4,101260.03,659751.09,5320.57
312,42101032300,84,1997,2024,317575.81,31838.77,6929.36,58889.88,415233.82,4943.26
313,42101032500,129,1997,2024,570588.15,123510.36,15482.32,120457.65,830038.48,6434.41
314,42101032600,131,2002,2024,474866.46,30734.54,8421.31,67263.64,581285.95,4437.3
315,42101032900,112,1997,2024,423314.78,77332.38,10194.4,84336.81,595178.37,5314.09
316,42101033000,122,1997,2024,534061.5,108086.32,12856.83,106608.87,761613.52,6242.73
317,42101033101,65,2010,2024,241658.93,12872.62,3757.56,36785.56,295074.67,4539.61
318,42101033102,63,1989,2024,531731.46,77643.4,15518.16,62649.39,687595.95,10914.22
319,42101033200,27,2013,2024,187717.99,3829.99,1257.98,17649.45,210455.41,7794.64
320,42101033300,40,2005,2024,389288.01,28143.38,7587.57,42049.44,467068.4,11676.71
321,42101033400,67,1999,2024,529715.4,23454.56,4464.21,53590.12,611224.29,9122.75
322,42101033500,42,2010,2024,198659.65,8685.15,2783.14,27258.34,237386.28,5652.05
323,42101033600,86,1997,2024,412441.14,23942.66,5028.2,64676.52,509884.78,5928.89
324,42101033701,45,1997,2024,193550,18013.02,3289.83,28077.33,242930.18,5398.45
325,42101033702,78,1992,2024,432901.73,131188.65,10947.16,64399.33,639436.87,8197.91
326,42101033800,84,1997,2024,446154.81,87156.77,8021.02,77854.49,619305.98,7372.69
327,42101033900,28,1997,2024,181961.83,21560.17,4268.06,27556.89,235346.95,8405.25
328,42101034000,29,1997,2024,244049.59,10775.05,2653.57,29286.61,286764.82,9888.44
329,42101034100,67,1997,2024,406891.45,20273.49,6984.4,38391.92,472541.26,7052.85
330,42101034200,18,2012,2024,151945.4,11725.02,2448.28,20368.53,186487.23,10360.4
331,42101034400,67,1978,2024,441739.27,105058.85,9670.76,68982.22,625451.1,9335.09
332,42101034501,8,2003,2024,28897.08,7838.96,345.73,5123.51,42205.28,5275.66
333,42101034502,38,2014,2024,140174.17,7220.43,2061.97,16831.59,166288.16,4376
334,42101034600,23,1986,2024,116016.87,26087.13,2132.74,21234.36,165471.1,7194.4
335,42101034701,63,1997,2024,247646.34,15492.94,3059.81,42239.73,308438.82,4895.85
336,42101034702,46,2006,2024,292977.03,19441.72,4100.46,30777.06,347296.27,7549.92
337,42101034801,38,1989,2024,178630.4,36480.56,6191.63,25721.69,247024.28,6500.64
338,42101034802,48,2002,2024,331117.12,33370.15,6199.25,42655.01,413341.53,8611.28
339,42101034803,74,1997,2024,289193.61,23982.51,3419.1,36210.54,352805.76,4767.65
340,42101034900,77,1996,2024,429212.35,34162.86,7271.66,77615.48,548262.35,7120.29
341,42101035100,68,1997,2024,346607.07,37397.75,9038.87,41340.86,434384.55,6388.01
342,42101035200,56,1997,2024,248895.95,30780.78,7362.58,46481.34,333520.65,5955.73
343,42101035301,56,1997,2024,236810.28,38299.52,6329.85,37648.07,319087.72,5698
344,42101035302,60,1990,2024,502179.7,186581.48,18478.47,76914.93,784154.58,13069.24
345,42101035500,83,1997,2024,514721.18,95401.49,11119.84,84464.25,705706.76,8502.49
346,42101035601,46,2007,2024,216695.72,13324.45,4417.44,29028.12,263465.73,5727.52
347,42101035602,24,2000,2024,126092.05,8868.28,1457.13,13261.84,149679.3,6236.64
348,42101035701,24,1997,2024,86931.95,10866.04,2010.03,13531.34,113339.36,4722.47
349,42101035702,25,2015,2024,79556.24,3197.93,997.36,15749.53,99501.06,3980.04
350,42101035800,84,1979,2024,595810.32,60105.42,11305.62,52223.6,719444.96,8564.82
351,42101035900,64,1997,2024,662536.11,43500.4,8161.81,64223.85,778422.17,12162.85
352,42101036000,33,1997,2024,559973.6,16047.97,3394.92,29016.95,608433.44,18437.38
353,42101036100,32,2010,2024,85603.12,3692.63,863.69,11197.3,101356.74,3167.4
354,42101036201,60,1985,2024,461786.14,45477.51,6899.25,65529.69,579692.59,9661.54
355,42101036202,59,2005,2024,233752.44,11807.02,3595.8,30796.17,279951.43,4744.94
356,42101036203,57,1978,2024,549618.42,191985.83,20287.56,79987.5,841879.31,14769.81
357,42101036301,54,1998,2024,714706.78,22723.4,8624.59,66578.17,812632.94,15048.76
358,42101036302,42,2009,2024,192646.67,8796.08,2651.03,30365.67,234459.45,5582.37
359,42101036303,85,1997,2024,554633.73,100020.15,10831.13,64855.87,730340.88,8592.25
360,42101036400,7,1997,2024,86394.73,16105.36,3064.99,20948.1,126513.18,18073.31
361,42101036501,47,1994,2024,229072.24,21328.09,2944.47,34778.22,288123.02,6130.28
362,42101036502,47,1979,2024,266141.52,34488.73,4594.71,41296.43,346521.39,7372.8
363,42101036600,41,1978,2024,1090809.68,52039.97,14579.53,34188.18,1191617.36,29063.84
364,42101036700,123,1985,2024,1930165.54,140224.32,26256,157764.27,2254410.13,18328.54
365,42101036902,14,2020,2024,3068948.89,194332.31,70098.19,90394.24,3423773.63,244555.26
366,42101037200,123,2000,2024,662852.02,42550.72,11250.81,75541.47,792195.02,6440.61
367,42101037300,67,2002,2024,766102.44,44702.38,12692.23,61215.33,884712.38,13204.66
368,42101037500,52,1998,2024,541590.78,41812.31,6672.23,38290.66,628365.98,12083.96
369,42101037600,113,1991,2024,2327279.9,119151.7,25431.73,129762.2,2601625.53,23023.23
370,42101037700,235,1978,2024,755264.92,177449.05,16319.05,236832.25,1185865.27,5046.24
371,42101037800,224,1978,2024,1345985.97,132437.15,27729.9,191409.67,1697562.69,7578.4
372,42101037900,183,1997,2024,729168.69,98645.91,16311.58,152643.72,999252.64,5460.4
373,42101038000,166,1989,2024,545983.27,157501.37,14683.66,145005.84,863174.14,5199.84
374,42101038100,81,1990,2024,370157.08,65694,10598.16,77053.54,523502.78,6463
375,42101038200,214,1989,2024,1253584.7,174411.93,32734.29,210120.28,1670851.2,7807.72
376,42101038301,173,1978,2024,619893.15,293273.66,22168.12,162500.34,1097835.27,6345.87
377,42101038400,20,2010,2024,176138.6,2569.9,869.48,12422.32,192000.3,9600.02
378,42101038500,43,2015,2024,499563.09,18872.47,6788.91,41349.74,566574.21,13176.14
379,42101038600,12,1997,2024,137201.89,9609.19,738.81,12857.22,160407.11,13367.26
380,42101038700,36,2011,2024,1330590.67,40385.04,15512.76,30660.12,1417148.59,39365.24
381,42101038800,125,1997,2024,707648.29,72522.39,14911.38,113578.63,908660.69,7269.29
382,42101038900,125,1978,2024,1030496.22,240195.27,20233.9,141984.95,1432910.34,11463.28
383,42101039001,73,2001,2024,226279.57,15865.87,3381.51,41664,287190.95,3934.12
384,42101039002,82,1997,2024,350012.89,34628.5,10015.22,47778.81,442435.42,5395.55
385,42101039100,89,1993,2024,388592.98,75371.26,10736.24,93084.35,567784.83,6379.6
386,42101980003,2,2022,2024,1009.26,52.99,20.18,410.8,1493.23,746.62
387,42101980100,2,2006,2024,28656.14,11513,1448.41,9419.38,51036.93,25518.47
388,42101980200,1,2020,2024,848.44,75.24,27.37,630.47,1581.52,1581.52
389,42101980300,9,1989,2024,294098.02,81615.43,6345.16,11453.97,393512.58,43723.62
390,42101980701,8,2022,2024,120970.67,3714.81,299.42,6026.09,131010.99,16376.37
391,42101980702,11,2005,2024,613207.9,184620.67,26212.91,14909.81,838951.29,76268.3
392,42101980901,17,1997,2024,233350.13,34070.89,2993.56,24956.25,295370.83,17374.75
393,42101980902,2,2018,2024,648.09,112.12,37.86,735.54,1533.61,766.81
394,42101980903,10,1997,2024,14028.9,11289.39,611.09,10179.72,36109.1,3610.91
395,42101980904,2,1988,2024,7946.58,3171.66,287.2,2678,14083.44,7041.72
396,42101980905,1,2020,2024,25889.66,1883.93,675.15,487.25,28935.99,28935.99
397,42101980906,3,2017,2024,18041.05,2982.3,1146.1,2814.13,24983.58,8327.86
398,42101989100,3,2023,2024,32995.93,1176.18,0,3828.6,38000.71,12666.9
399,42101989200,4,2017,2024,132463.54,6329.19,1833.57,1925.61,142551.91,35637.98
400,42101989300,20,1989,2024,351512.52,110507.84,11992.37,73875.57,547888.3,27394.42
401,Other/Unidentified,87,1978,2024,352004.92,313205.65,24466.04,122483.13,812159.74,9335.17
