GEOID,TRACT,total_pop,poverty_pop,poverty_below,bachelors,foreign_born,median_age,pop_black,pop_white,pop_hispanic,pop_asian,total_hh,median_income,limited_english,english_only,median_home_value,housing_units,units_mortgage,occupied_units,vacant_units,renter_hh,owner_hh,family_hh,vacant_status,for_rent,for_sale,mortgage_under20k_over30pct,mortgage_20to35k_over30pct,mortgage_35to50k_over30pct,mortgage_50to75k_over30pct,mortgage_75kplus_over30pct,owner_costs_total,owner_under20k,owner_under20k_under20pct,owner_under20k_20to29pct,owner_under20k_over30pct,owner_20to35k,owner_20to35k_under20pct,owner_20to35k_20to29pct,owner_20to35k_over30pct,owner_35to50k,owner_35to50k_under20pct,owner_35to50k_20to29pct,owner_35to50k_over30pct,owner_50to75k,owner_50to75k_under20pct,owner_50to75k_20to29pct,owner_50to75k_over30pct,owner_75kplus,owner_75kplus_under20pct,owner_75kplus_20to29pct,owner_75kplus_over30pct,owner_zero_neg_income,owner_total,owner_15to24,owner_25to34,owner_35to44,owner_45to54,owner_55to59,owner_60to64,owner_65to74,owner_75to84,owner_85plus,area_sqmi,pop_density,geometry
42101980003,9800.03,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200252990917911,0,"list(list(c(-75.186574, -75.18449, -75.186286, -75.186675, -75.186668, -75.186742, -75.18521, -75.183323, -75.179937, -75.179126, -75.179327, -75.17972, -75.180223, -75.187064, -75.186574, 39.956251, 39.956914, 39.957641, 39.960685, 39.963081, 39.963445, 39.963757, 39.964374, 39.960028, 39.958004, 39.95738, 39.956164, 39.954472, 39.955295, 39.956251)))"
42101980905,9809.05,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4165877752102822,0,"list(list(c(-75.211762, -75.193987, -75.193465, -75.193652, -75.196687, -75.195421, -75.196239, -75.195514, -75.19726, -75.208124, -75.211762, 39.897747, 39.905633, 39.903433, 39.902387, 39.900857, 39.89903, 39.893365, 39.89184, 39.892618, 39.895675, 39.897747)))"
42101030502,305.02,7267,7267,1227,326,1262,24.8,2897,1206,1334,782,1835,62270,1835,1114,159900,1999,1184,1835,164,366,1469,1497,164,42,25,84,286,49,0,0,1469,126,0,0,126,185,0,0,185,91,29,0,62,324,64,130,130,743,497,184,62,0,1469,0,61,221,476,164,225,234,88,0,0.2668912465689407,27228.319000424246,"list(list(c(-75.111153, -75.109431, -75.109406, -75.10789, -75.10323, -75.101335, -75.100394, -75.099559, -75.098017, -75.101105, -75.100374, -75.103955, -75.104633, -75.106729, -75.10827, -75.109931, -75.111153, 40.042187, 40.045874, 40.04584, 40.048195, 40.051355, 40.049539, 40.048691, 40.047973, 40.047096, 40.045038, 40.044605, 40.040822, 40.040073, 40.04132, 40.042213, 40.043198, 40.042187)))"
42101030600,306,7192,7046,809,443,1322,43.6,2508,2706,1701,471,2930,58231,2930,1953,179800,3042,1256,2930,112,1177,1753,1807,112,73,0,166,245,96,52,14,1753,114,0,17,97,290,15,0,275,80,0,13,67,346,242,17,87,909,790,119,0,14,1753,0,143,354,413,180,223,342,69,29,0.38546783862342465,18657.84711296261,"list(list(c(-75.102413, -75.100935, -75.100896, -75.095078, -75.093504, -75.092807, -75.092131, -75.088344, -75.085989, -75.086165, -75.086975, -75.088312, -75.091098, -75.091859, -75.094175, -75.098017, -75.099559, -75.100394, -75.101335, -75.10323, -75.102413, 40.051792, 40.052699, 40.052723, 40.056091, 40.057241, 40.056329, 40.053178, 40.051235, 40.050878, 40.050024, 40.048567, 40.045514, 40.04706, 40.047485, 40.045026, 40.047096, 40.047973, 40.048691, 40.049539, 40.051355, 40.051792)))"
42101031000,310,7860,7703,2087,516,3094,31.5,1761,3207,1679,1693,2137,53914,2137,987,253400,2366,857,2137,229,785,1352,1829,229,112,30,65,293,260,2,0,1352,214,0,0,214,165,0,49,116,292,159,77,56,194,102,67,25,487,483,4,0,0,1352,37,45,465,237,50,195,117,48,158,0.4105067249094666,19147.067570533585,"list(list(c(-75.079878, -75.079334, -75.075032, -75.073256, -75.069721, -75.068503, -75.066045, -75.069073, -75.070302, -75.072645, -75.073836, -75.077403, -75.079188, -75.082888, -75.079878, 40.051217, 40.051809, 40.056359, 40.05533, 40.053284, 40.05259, 40.051181, 40.048109, 40.046822, 40.044394, 40.043174, 40.045139, 40.046133, 40.048197, 40.051217)))"
42101031401,314.01,7461,7347,1987,207,3266,29.7,764,2957,2463,1308,2064,55864,2064,676,187900,2218,506,2064,154,1168,896,1698,154,34,0,58,91,105,0,0,896,67,0,0,67,228,34,101,93,213,68,49,96,87,53,34,0,301,296,5,0,0,896,0,65,131,179,156,120,169,59,17,0.22887839540157517,32598.096412330284,"list(list(c(-75.072645, -75.070302, -75.069073, -75.066045, -75.061374, -75.06446, -75.061926, -75.063143, -75.06558, -75.067663, -75.068864, -75.070634, -75.072645, 40.044394, 40.046822, 40.048109, 40.051181, 40.048585, 40.045522, 40.04411, 40.042901, 40.040442, 40.041634, 40.042292, 40.043272, 40.044394)))"
42101031502,315.02,3700,3685,467,472,1559,32.1,228,1604,645,1165,1324,44593,1324,551,229200,1363,260,1324,39,595,729,886,39,0,0,0,65,36,40,67,729,43,0,0,43,132,12,62,58,107,37,36,34,141,94,0,47,239,224,11,4,67,729,21,0,256,116,12,81,194,49,0,0.23980263451891978,15429.355092043745,"list(list(c(-75.059017, -75.056444, -75.054646, -75.054287, -75.052228, -75.049027, -75.05122, -75.0518, -75.053022, -75.053584, -75.051973, -75.053701, -75.055334, -75.058568, -75.061544, -75.059017, 40.040592, 40.042988, 40.044645, 40.044448, 40.043271, 40.041412, 40.039091, 40.038476, 40.037183, 40.036574, 40.035672, 40.033844, 40.034739, 40.036548, 40.038213, 40.040592)))"
42101031900,319,5354,5342,1706,352,644,31.9,2042,1859,1417,166,1855,47843,1855,1036,137800,1980,883,1855,125,704,1151,1236,125,33,25,17,138,32,15,0,1151,43,0,0,43,366,51,33,282,145,45,0,100,268,124,68,76,329,321,8,0,0,1151,15,142,254,234,202,114,154,36,0,0.29757921878428695,17991.84775695334,"list(list(c(-75.073364, -75.067957, -75.065403, -75.065108, -75.062394, -75.062238, -75.059761, -75.057513, -75.06113, -75.065113, -75.066116, -75.06701, -75.068516, -75.069087, -75.073364, 40.025369, 40.026583, 40.027033, 40.027073, 40.027444, 40.026995, 40.024161, 40.021597, 40.019725, 40.017511, 40.018648, 40.01967, 40.021385, 40.021904, 40.025369)))"
42101032000,320,7873,7873,1714,512,816,30.9,568,4701,2983,88,2566,58213,2566,1584,163800,2709,1141,2566,143,966,1600,2101,143,62,65,175,44,78,0,0,1600,64,0,0,64,213,38,104,71,138,33,12,93,512,208,164,140,673,579,80,14,0,1600,0,296,395,253,164,182,260,12,38,0.26211879366661295,30035.999669728426,"list(list(c(-75.062394, -75.062207, -75.059227, -75.056872, -75.056077, -75.055661, -75.054054, -75.053249, -75.050972, -75.047453, -75.051104, -75.054495, -75.053604, -75.055564, -75.057513, -75.059761, -75.062238, -75.062394, 40.027444, 40.027471, 40.027909, 40.028943, 40.029455, 40.029843, 40.03118, 40.0317, 40.032324, 40.028294, 40.026407, 40.024648, 40.023615, 40.022606, 40.021597, 40.024161, 40.026995, 40.027444)))"
42101032600,326,7012,7012,743,678,1186,34.2,712,4511,789,868,2801,70711,2801,2116,172300,2987,1396,2801,186,608,2193,1691,186,0,45,172,36,235,0,166,2193,40,11,15,14,191,40,95,56,363,174,166,23,204,52,144,8,1229,1112,117,0,166,2193,116,243,462,260,547,130,228,112,95,0.30873812113489074,22711.804989369575,"list(list(c(-75.044671, -75.044053, -75.04086, -75.04034, -75.037753, -75.036906, -75.03517, -75.032752, -75.039452, -75.038625, -75.041037, -75.042858, -75.043757, -75.04677, -75.044671, 40.034771, 40.035096, 40.036757, 40.036458, 40.033308, 40.032252, 40.030116, 40.02705, 40.022917, 40.024239, 40.027091, 40.029185, 40.030204, 40.033683, 40.034771)))"
42101033102,331.02,3891,3878,508,620,558,33.9,384,2730,555,55,1570,83145,1570,1165,208700,1734,608,1570,164,755,815,1003,164,28,22,14,97,15,0,11,815,76,0,0,76,73,16,23,34,92,31,14,47,134,61,14,59,429,379,39,11,11,815,9,177,131,176,27,73,155,47,20,0.27468720525514895,14165.202912839582,"list(list(c(-75.033824, -75.031606, -75.03163, -75.029671, -75.026037, -75.023007, -75.021343, -75.020489, -75.021752, -75.02562, -75.028257, -75.03134, -75.031919, -75.033482, -75.034393, -75.033824, 40.04466, 40.045753, 40.047852, 40.048629, 40.048163, 40.049197, 40.048294, 40.04639, 40.043668, 40.042322, 40.041363, 40.040236, 40.041201, 40.043203, 40.044379, 40.04466)))"
42101033600,336,6285,6285,2017,833,1757,37.4,507,4099,844,1255,2609,46797,2609,1492,244000,2850,745,2609,241,1327,1282,1555,241,164,0,70,56,87,0,0,1282,61,0,0,61,220,0,68,152,221,16,189,16,181,51,87,43,591,560,31,0,8,1282,0,205,104,271,138,87,307,170,0,0.4425304868231356,14202.411330164245,"list(list(c(-75.064491, -75.06304, -75.061118, -75.059221, -75.057477, -75.055477, -75.051677, -75.052408, -75.053574, -75.057125, -75.060891, -75.062485, -75.068074, -75.064491, 40.064588, 40.066143, 40.068122, 40.067297, 40.066268, 40.065149, 40.063082, 40.059739, 40.058477, 40.054722, 40.056823, 40.057721, 40.060824, 40.064588)))"
42101033702,337.02,4489,4466,339,807,960,44.4,681,2497,332,700,1785,78689,1785,1119,233900,1911,667,1785,126,597,1188,1126,126,53,0,54,75,72,0,0,1188,15,0,15,0,126,12,83,31,119,51,0,68,210,126,30,54,718,597,94,27,0,1188,0,101,222,101,210,149,224,150,31,0.40240197382858556,11155.511881043149,"list(list(c(-75.068862, -75.065724, -75.058503, -75.05821, -75.055857, -75.049347, -75.048258, -75.045793, -75.047467, -75.051719, -75.050462, -75.051875, -75.052315, -75.055477, -75.057477, -75.059221, -75.061118, -75.06304, -75.067838, -75.070412, -75.068862, 40.071845, 40.070193, 40.074804, 40.074605, 40.073249, 40.077036, 40.077034, 40.075329, 40.076419, 40.072241, 40.071509, 40.069988, 40.068484, 40.065149, 40.066268, 40.067297, 40.068122, 40.066143, 40.068959, 40.07022, 40.071845)))"
42101036301,363.01,4073,4060,659,640,1172,44.1,163,2662,462,923,1467,92578,1467,945,255700,1558,650,1467,91,367,1100,1118,91,0,12,69,146,40,46,0,1100,123,0,0,123,71,0,14,57,87,7,21,59,92,30,23,39,699,570,129,0,28,1100,0,96,142,198,101,123,189,240,11,0.9410949020399151,4327.937587560377,"list(list(c(-74.976379, -74.976011, -74.976783, -74.97577, -74.972898, -74.971016, -74.970828, -74.969152, -74.96163, -74.961049, -74.958749, -74.958623, -74.955777, -74.956447, -74.957747, -74.958392, -74.958284, -74.958841, -74.963604, -74.964842, -74.966078, -74.966814, -74.970568, -74.971611, -74.976932, -74.976379, 40.091335, 40.093751, 40.095969, 40.096412, 40.096859, 40.096392, 40.096674, 40.097214, 40.097804, 40.097431, 40.096929, 40.096872, 40.095103, 40.092757, 40.089844, 40.084508, 40.084145, 
40.082503, 40.077105, 40.077148, 40.081031, 40.082209, 40.086384, 40.087236, 40.09114, 40.091335)))"
42101036202,362.02,5856,5855,322,799,548,39.9,241,4884,506,470,2431,90043,2431,2096,261100,2453,1439,2431,22,588,1843,1498,22,0,0,150,168,91,20,0,1843,137,0,0,137,79,0,41,38,177,132,21,24,212,79,18,115,1238,1068,170,0,0,1843,0,143,386,261,102,305,442,60,144,0.429426114989009,13636.804552862095,"list(list(c(-74.984631, -74.982487, -74.981807, -74.981546, -74.980404, -74.980158, -74.980601, -74.982159, -74.98418, -74.982114, -74.980021, -74.976932, -74.971611, -74.97582, -74.976298, -74.97725, -74.977684, -74.981173, -74.982876, -74.984631, 40.074335, 40.077246, 40.082355, 40.083583, 40.085545, 40.086256, 40.087914, 40.088266, 40.089906, 40.091942, 40.093712, 40.09114, 40.087236, 40.081889, 40.081454, 40.080506, 40.079834, 40.071985, 40.073261, 40.074335)))"
42101003800,38,3851,3851,247,509,331,41.2,45,3398,253,204,1658,90221,1658,1444,293400,1735,819,1658,77,318,1340,971,77,65,0,58,40,136,0,0,1340,84,8,0,76,42,23,13,6,97,46,8,43,246,67,118,61,827,711,102,14,44,1340,8,92,253,187,133,208,325,55,79,0.41890486263972315,9193.018137180306,"list(list(c(-75.190298, -75.18943, -75.189653, -75.186937, -75.185192, -75.183434, -75.181703, -75.181424, -75.179651, -75.177982, -75.176295, -75.176361, -75.176638, -75.176906, -75.177082, -75.177438, -75.177732, -75.17763, -75.177806, -75.181884, -75.18901, -75.19022, -75.190298, 39.91644, 39.920822, 39.921807, 39.922318, 39.922627, 39.922939, 39.92329, 39.923337, 39.923652, 39.923951, 39.92425, 39.92396, 39.922707, 39.921464, 39.920207, 39.91897, 39.917575, 39.914983, 39.91309, 39.913517, 39.914556, 
39.915884, 39.91644)))"
42101002300,23,2971,2971,160,774,518,33.4,22,2252,287,419,1260,106389,1260,1026,433800,1348,440,1260,88,620,640,609,88,0,0,26,27,65,7,0,640,44,0,0,44,9,0,0,9,44,28,0,16,93,67,26,0,450,392,55,3,0,640,0,155,141,79,44,55,98,68,0,0.0818730312459886,36287.895474073644,"list(list(c(-75.167303, -75.167083, -75.161678, -75.160199, -75.158669, -75.157351, -75.159517, -75.16764, -75.167303, 39.935695, 39.936742, 39.935849, 39.9356, 39.935226, 39.934897, 39.9331, 39.93415, 39.935695)))"
42101002801,28.01,4234,4234,850,600,1148,33.7,183,2311,1068,933,1654,71352,1654,1111,338000,1808,375,1654,154,896,758,884,154,0,0,37,6,32,13,0,758,132,0,83,49,57,8,19,30,27,21,0,6,125,56,0,69,417,271,101,45,0,758,20,98,205,65,63,97,135,54,21,0.08603484578546518,49212.617996175875,"list(list(c(-75.158393, -75.157578, -75.154454, -75.155274, -75.156095, -75.159204, -75.158393, 39.929177, 39.932837, 39.93242, 39.928763, 39.925103, 39.925511, 39.929177)))"
42101002900,29,3891,3891,405,1255,544,37.9,137,2727,349,332,2153,93631,2153,1794,406100,2284,741,2153,131,800,1353,826,131,0,60,87,88,105,19,0,1353,141,0,18,123,131,39,17,75,35,16,19,0,107,48,34,25,939,752,116,71,0,1353,0,250,313,204,73,56,332,88,37,0.14144706727512962,27508.523682796407,"list(list(c(-75.169228, -75.168689, -75.168423, -75.16815, -75.16764, -75.159517, -75.163504, -75.16735, -75.169499, -75.169228, 39.926806, 39.929256, 39.930465, 39.931701, 39.93415, 39.9331, 39.92983, 39.926579, 39.925531, 39.926806)))"
42101003300,33,6286,6286,1879,508,701,34.3,2706,2572,1053,456,2626,56923,2626,2181,207600,3226,632,2626,600,1687,939,1093,600,132,47,0,79,60,12,14,939,72,18,0,54,127,41,27,59,27,13,0,14,120,59,42,19,579,555,24,0,14,939,0,334,199,103,53,99,72,30,49,0.4476572346291711,14041.993547154838,"list(list(c(-75.205185, -75.204577, -75.203156, -75.20037, -75.196871, -75.195234, -75.193872, -75.188712, -75.18824, -75.188885, -75.189148, -75.190222, -75.191783, -75.192322, -75.193353, -75.192826, -75.194408, -75.197537, -75.199503, -75.198817, -75.197924, -75.199344, -75.20114, -75.205468, -75.205185, 39.941116, 39.942549, 39.943591, 39.943991, 39.94273, 39.942217, 39.9421, 39.939567, 39.939878, 39.936887, 39.935671, 39.930779, 39.930982, 39.931054, 39.931185, 39.933628, 39.933822, 39.934232, 
39.934508, 39.937009, 39.938063, 39.938366, 39.937468, 39.938355, 39.941116)))"
42101003701,37.01,5396,5384,854,862,1113,36.5,2450,1265,482,1145,2319,59837,2319,1727,262200,2709,890,2319,390,844,1475,1334,390,98,42,90,76,117,0,25,1475,188,11,50,127,149,82,57,10,214,31,16,167,208,108,100,0,691,537,154,0,25,1475,0,270,306,259,162,129,338,11,0,0.1371831251284014,39334.283972240926,"list(list(c(-75.18524, -75.183601, -75.181944, -75.180367, -75.178445, -75.175289, -75.175562, -75.175741, -75.176088, -75.17767, -75.179242, -75.181159, -75.181698, -75.182743, -75.18333, -75.184393, -75.186029, -75.18524, 39.930146, 39.929928, 39.929729, 39.929521, 39.929271, 39.928867, 39.927642, 39.92685, 39.925198, 39.92539, 39.925606, 39.92585, 39.925924, 39.926058, 39.926134, 39.926276, 39.926481, 39.930146)))"
42101036201,362.01,5299,5299,674,706,542,43.2,139,4522,384,97,1943,88472,1943,1592,239200,2053,713,1943,110,554,1389,1235,110,52,0,97,70,59,0,116,1389,37,0,0,37,168,19,70,79,68,44,0,24,147,64,68,15,853,692,136,25,116,1389,5,112,266,127,300,88,248,205,38,0.399599907711645,13260.763823358557,"list(list(c(-74.990155, -74.987065, -74.98418, -74.982159, -74.980601, -74.980158, -74.980404, -74.981546, -74.981807, -74.982487, -74.984631, -74.984901, -74.986886, -74.987568, -74.990003, -74.994348, -74.990155, 40.084052, 40.086049, 40.089906, 40.088266, 40.087914, 40.086256, 40.085545, 40.083583, 40.082355, 40.077246, 40.074335, 40.07448, 40.075332, 40.075825, 40.077975, 40.081681, 40.084052)))"
42101035301,353.01,5111,5053,191,643,340,39.4,73,4298,617,114,2115,87083,2115,1842,257600,2210,938,2115,95,705,1410,1487,95,0,0,119,98,89,8,0,1410,19,0,7,12,42,0,9,33,110,28,10,72,228,73,32,123,1011,819,167,25,0,1410,0,235,220,242,198,131,289,72,23,0.5422739718608018,9425.125057102981,"list(list(c(-74.99873, -74.996409, -74.993531, -74.987857, -74.987148, -74.984901, -74.984631, -74.982876, -74.981173, -74.982413, -74.982355, -74.984171, -74.985576, -74.990432, -74.991709, -74.995269, -74.995336, -74.998385, -74.99873, 40.065828, 40.06659, 40.071863, 40.072829, 40.072702, 40.07448, 40.074335, 40.073261, 40.071985, 40.065736, 40.064672, 40.064075, 40.063345, 40.060396, 40.061095, 40.062344, 40.062382, 40.064117, 40.065828)))"
42101004201,42.01,4916,4916,804,1034,928,40.2,107,2901,476,1436,2068,88095,2068,1612,256700,2412,1092,2068,344,504,1564,1127,344,109,14,57,223,157,11,12,1564,218,0,0,218,194,29,37,128,109,82,27,0,227,138,42,47,804,476,328,0,12,1564,0,168,239,362,150,42,220,271,112,0.12880683060938344,38165.677835115326,"list(list(c(-75.155328, -75.155056, -75.154526, -75.152938, -75.149405, -75.147842, -75.148035, -75.148223, -75.148079, -75.150461, -75.155597, -75.155328, 39.921262, 39.922495, 39.924895, 39.924679, 39.924207, 39.924015, 39.921581, 39.920148, 39.919035, 39.919345, 39.920013, 39.921262)))"
42101035701,357.01,4771,4771,553,1060,3169,40,299,2374,328,1578,1879,59013,1879,566,262100,1931,346,1879,52,1253,626,1274,52,33,0,13,12,27,0,20,626,0,0,0,0,77,10,12,55,63,10,0,53,117,59,0,58,349,317,32,0,20,626,0,43,100,122,25,74,140,92,30,0.22620823878036322,21091.185828259775,"list(list(c(-75.033722, -75.029192, -75.02858, -75.028642, -75.029956, -75.02923, -75.028062, -75.027231, -75.023041, -75.024306, -75.025585, -75.026305, -75.028883, -75.030235, -75.032998, -75.033897, -75.033722, 40.106639, 40.111392, 40.111799, 40.114308, 40.114481, 40.11597, 40.1157, 40.115422, 40.112998, 40.111181, 40.109312, 40.108324, 40.102543, 40.103387, 40.10511, 40.105689, 40.106639)))"
42101006100,61,2919,2919,616,122,636,37.2,2439,185,0,268,1217,41325,1217,959,131100,1314,659,1217,97,312,905,751,97,26,0,91,182,81,0,0,905,89,0,0,89,216,0,61,155,171,54,37,80,128,32,83,13,275,249,26,0,26,905,0,67,146,319,58,103,108,104,0,0.20506806517375784,14234.298243983914,"list(list(c(-75.23463, -75.232692, -75.231092, -75.230094, -75.22943, -75.227538, -75.225839, -75.22421, -75.223236, -75.225226, -75.229266, -75.230507, -75.231662, -75.23374, -75.23463, 39.914848, 39.916219, 39.917343, 39.918046, 39.918507, 39.91984, 39.918503, 39.917832, 39.917589, 39.914719, 39.909028, 39.911203, 39.912252, 39.914073, 39.914848)))"
42101006500,65,4672,4644,904,190,282,32.5,4299,123,310,0,1698,43081,1698,1490,106900,2213,224,1698,515,898,800,864,515,173,0,69,41,58,30,34,800,140,0,0,140,49,28,21,0,151,33,43,75,176,134,42,0,250,215,35,0,34,800,0,123,63,100,79,107,161,124,43,0.4329347992298308,10791.463306510017,"list(list(c(-75.246634, -75.241771, -75.240266, -75.237132, -75.236424, -75.235033, -75.233632, -75.23242, -75.231766, -75.229726, -75.227252, -75.232305, -75.235478, -75.242903, -75.243643, -75.243369, -75.241909, -75.237617, -75.236833, -75.23492, -75.234868, -75.236878, -75.23957, -75.240626, -75.239903, -75.240367, -75.247028, -75.246634, 39.943541, 39.945297, 39.945866, 39.943237, 39.942646, 39.941474, 39.940292, 39.938995, 39.93846, 39.936743, 39.934661, 39.931115, 39.928877, 39.930708, 39.930897, 
39.931908, 39.933544, 39.932526, 39.933768, 39.936333, 39.937456, 39.938432, 39.938039, 39.939191, 39.940035, 39.942171, 39.943414, 39.943541)))"
42101006700,67,7868,7855,2055,282,2429,32.8,6692,154,113,600,3024,41581,3024,1898,106600,3288,884,3024,264,1849,1175,1818,264,43,76,165,91,22,0,20,1175,28,0,14,14,329,38,214,77,271,86,54,131,176,42,111,23,351,325,6,20,20,1175,0,147,189,483,107,166,81,2,0,0.38627159226420055,20369.087858313113,"list(list(c(-75.232438, -75.229818, -75.22869, -75.227309, -75.222696, -75.220588, -75.219485, -75.216768, -75.21964, -75.221873, -75.223236, -75.22421, -75.225839, -75.227538, -75.228931, -75.230327, -75.232438, 39.92397, 39.925811, 39.926602, 39.927571, 39.930808, 39.929047, 39.928116, 39.926956, 39.922769, 39.919551, 39.917589, 39.917832, 39.918503, 39.91984, 39.921025, 39.922201, 39.92397)))"
42101007102,71.02,4584,4539,1299,213,280,35.2,4267,146,168,0,1775,34291,1775,1666,84100,2095,536,1775,320,776,999,754,320,49,45,6,83,81,23,29,999,267,20,34,213,184,103,0,81,132,98,20,14,132,126,6,0,255,255,0,0,29,999,0,158,10,94,77,150,290,210,10,0.1604518865513399,28569.311950927135,"list(list(c(-75.233632, -75.231676, -75.230928, -75.229553, -75.228184, -75.226805, -75.22498, -75.224129, -75.222753, -75.224113, -75.22548, -75.226854, -75.227831, -75.228358, -75.229726, -75.231766, -75.23242, -75.233632, 39.940292, 39.941671, 39.942194, 39.943168, 39.944134, 39.945083, 39.943534, 39.942836, 39.941654, 39.940691, 39.939725, 39.938767, 39.938077, 39.9377, 39.936743, 39.93846, 39.938995, 39.940292)))"
42101007400,74,3955,3901,1067,418,317,39.5,2646,364,34,150,1851,39547,1851,1643,80600,2212,310,1851,361,1031,820,753,361,56,24,13,79,85,26,0,820,207,22,90,95,88,50,23,15,142,62,40,40,99,56,43,0,284,267,17,0,0,820,0,134,98,222,75,48,76,130,37,0.2595193355643337,15239.712260359009,"list(list(c(-75.221545, -75.220175, -75.217136, -75.215615, -75.214999, -75.212687, -75.211401, -75.207649, -75.208799, -75.207838, -75.21065, -75.211941, -75.214301, -75.215682, -75.217614, -75.218874, -75.220278, -75.221545, 39.940652, 39.941602, 39.94374, 39.943402, 39.943265, 39.944885, 39.945802, 39.942475, 39.941644, 39.941286, 39.939199, 39.938299, 39.936654, 39.935691, 39.93733, 39.938393, 39.939572, 39.940652)))"
42101008102,81.02,4902,4834,783,360,398,31.5,3441,873,79,28,2136,45888,2136,1619,131800,2428,685,2136,292,890,1246,1075,292,39,120,66,49,94,0,0,1246,172,15,43,114,205,57,64,84,109,44,50,15,421,148,16,257,339,297,42,0,0,1246,23,232,79,121,182,282,206,68,53,0.13983235421491802,35056.26453564371,"list(list(c(-75.238796, -75.238476, -75.238166, -75.234212, -75.232153, -75.229999, -75.230323, -75.230635, -75.230793, -75.230959, -75.235165, -75.239118, -75.238796, 39.951942, 39.953485, 39.955011, 39.954521, 39.954262, 39.953996, 39.952475, 39.950922, 39.950172, 39.949438, 39.949953, 39.950446, 39.951942)))"
42101008200,82,7503,7445,2448,393,325,33.2,6984,449,537,0,3070,32333,3070,2857,187900,3535,1036,3070,465,931,2139,1651,465,107,0,20,309,130,64,0,2139,800,0,110,690,434,70,68,296,68,14,24,30,369,161,181,27,468,463,5,0,0,2139,0,150,320,599,65,218,367,136,284,0.3247546547288382,23103.594946975627,"list(list(c(-75.251577, -75.250816, -75.244719, -75.242754, -75.238796, -75.239118, -75.239232, -75.239641, -75.240052, -75.240266, -75.241771, -75.246634, -75.247028, -75.247208, -75.250118, -75.251609, -75.251577, 39.952127, 39.953475, 39.952676, 39.952432, 39.951942, 39.950446, 39.949923, 39.947932, 39.945917, 39.945866, 39.945297, 39.943541, 39.943414, 39.943904, 39.94697, 39.951466, 39.952127)))"
42101008400,84,5403,5398,1374,317,267,29.5,4584,92,28,194,1825,47008,1825,1665,136300,2014,559,1825,189,756,1069,1293,189,0,0,10,62,89,65,21,1069,172,2,0,170,129,17,33,79,120,0,0,120,279,262,17,0,322,296,26,0,47,1069,0,121,120,268,112,107,173,131,37,0.19356656115241955,27912.879000549747,"list(list(c(-75.239909, -75.239658, -75.238785, -75.236808, -75.234869, -75.232857, -75.230801, -75.231277, -75.231557, -75.231937, -75.232153, -75.234212, -75.238166, -75.240137, -75.239909, 39.956313, 39.957534, 39.961715, 39.961471, 39.961231, 39.960976, 39.960722, 39.958448, 39.957102, 39.955319, 39.954262, 39.954521, 39.955011, 39.955252, 39.956313)))"
42101008602,86.02,3168,3168,802,367,619,26.9,1918,863,98,273,1624,31342,1624,1195,447400,1852,152,1624,228,1354,270,590,228,56,0,25,10,0,0,0,270,18,0,9,9,37,0,6,31,26,0,9,17,25,0,25,0,164,115,11,38,0,270,13,92,32,56,15,19,7,9,27,0.14023109915292511,22591.279816934373,"list(list(c(-75.221397, -75.22092, -75.219175, -75.218954, -75.217002, -75.214018, -75.211039, -75.211677, -75.214643, -75.215872, -75.219823, -75.221798, -75.221397, 39.957227, 39.959505, 39.959288, 39.95926, 39.959015, 39.958643, 39.958276, 39.95524, 39.955607, 39.954586, 39.955076, 39.955319, 39.957227)))"
42101009300,93,5200,5200,1328,414,519,33,4562,232,123,254,2201,33509,2201,1904,114700,2605,413,2201,404,963,1238,1097,404,86,0,14,24,148,15,0,1238,213,54,0,159,343,32,147,164,90,53,0,37,170,117,14,39,385,385,0,0,37,1238,0,121,91,214,63,242,302,143,62,0.15474840393003458,33602.931390174745,"list(list(c(-75.227679, -75.22786, -75.22623, -75.224105, -75.223531, -75.221952, -75.220044, -75.219693, -75.219439, -75.219175, -75.22092, -75.224868, -75.227443, -75.228645, -75.227679, 39.965072, 39.966191, 39.965571, 39.964739, 39.964601, 39.96425, 39.963819, 39.962523, 39.960941, 39.959288, 39.959505, 39.960005, 39.960311, 39.960463, 39.965072)))"
42101009802,98.02,5787,5787,1142,722,799,33.3,4923,262,516,0,2081,72365,2081,1755,180700,2315,1321,2081,234,580,1501,1469,234,83,0,130,92,0,0,0,1501,73,0,0,73,62,11,0,51,225,56,145,24,272,73,137,62,775,738,37,0,94,1501,0,289,308,247,149,211,288,9,0,0.23359889810770737,24773.233293813486,"list(list(c(-75.273552, -75.271309, -75.267588, -75.265558, -75.264257, -75.263054, -75.261996, -75.259797, -75.2619, -75.26562, -75.269314, -75.271639, -75.275871, -75.273552, 39.978279, 39.979275, 39.974662, 39.975641, 39.974419, 39.975749, 39.977598, 39.974672, 39.972584, 39.969941, 39.97301, 39.972082, 39.977245, 39.978279)))"
