GEOID,geometry
42101000702,"list(list(c(-75.180909, -75.176191, -75.175407, -75.173489, -75.173813, -75.175738, -75.176519, -75.177323, -75.178479, -75.181663, -75.180909, 39.952982, 39.952387, 39.952291, 39.952052, 39.950531, 39.950769, 39.95087, 39.950964, 39.951104, 39.951509, 39.952982)))"
42101017400,"list(list(c(-75.153782, -75.15002, -75.147717, -75.147404, -75.146731, -75.14708, -75.147461, -75.147887, -75.149238, -75.150813, -75.152389, -75.154588, -75.153782, 39.997718, 39.999096, 39.999974, 39.99924, 39.997627, 39.996143, 39.994656, 39.993078, 39.993253, 39.99346, 39.993659, 39.993938, 39.997718)))"
42101000102,"list(list(c(-75.151323, -75.151102, -75.150881, -75.148877, -75.148539, -75.144255, -75.142177, -75.141586, -75.141612, -75.141469, -75.143303, -75.14523, -75.146806, -75.148472, -75.151539, -75.151323, 39.956527, 39.957139, 39.957421, 39.957664, 39.957637, 39.956784, 39.956184, 39.955754, 39.954246, 39.951698, 39.951935, 39.952175, 39.952369, 39.952578, 39.952948, 39.956527)))"
42101002500,"list(list(c(-75.154194, -75.153861, -75.153774, -75.153589, -75.153286, -75.151759, -75.150229, -75.148694, -75.146808, -75.144888, -75.145392, -75.14617, -75.149728, -75.151309, -75.152893, -75.154454, -75.154194, 39.933649, 39.935126, 39.935516, 39.936377, 39.937736, 39.937331, 39.936921, 39.936486, 39.935982, 39.935465, 39.933378, 39.931321, 39.931793, 39.932007, 39.932208, 39.93242, 39.933649)))"
42101003002,"list(list(c(-75.174495, -75.17397, -75.172389, -75.17034, -75.16764, -75.16815, -75.168423, -75.171065, -75.17319, -75.174764, -75.174495, 39.932523, 39.934974, 39.934765, 39.934498, 39.93415, 39.931701, 39.930465, 39.930827, 39.931104, 39.931307, 39.932523)))"
42101003600,"list(list(c(-75.199855, -75.199503, -75.197537, -75.194408, -75.192826, -75.193353, -75.192322, -75.191783, -75.190222, -75.188636, -75.18524, -75.186029, -75.186937, -75.189653, -75.190392, -75.192494, -75.195045, -75.193615, -75.193097, -75.194439, -75.199649, -75.199855, 39.93266, 39.934508, 39.934232, 39.933822, 39.933628, 39.931185, 39.931054, 39.930982, 39.930779, 39.930583, 39.930146, 39.926481, 39.922318, 39.921807, 39.921664, 39.921266, 39.921011, 39.922341, 39.924969, 39.92661, 39.931912, 
39.93266)))"
42101004202,"list(list(c(-75.156139, -75.155865, -75.155597, -75.150461, -75.148079, -75.146538, -75.147091, -75.147357, -75.148124, -75.156708, -75.156139, 39.917515, 39.918755, 39.920013, 39.919345, 39.919035, 39.91884, 39.916341, 39.91509, 39.913772, 39.914869, 39.917515)))"
42101006000,"list(list(c(-75.244935, -75.243278, -75.241088, -75.239511, -75.236026, -75.23463, -75.23374, -75.231662, -75.230507, -75.23185, -75.235285, -75.238197, -75.240147, -75.240331, -75.240576, -75.241558, -75.242832, -75.24338, -75.244935, 39.91545, 39.916346, 39.917868, 39.918979, 39.916036, 39.914848, 39.914073, 39.912252, 39.911203, 39.910208, 39.906555, 39.904708, 39.904151, 39.904113, 39.904062, 39.907257, 39.911272, 39.913488, 39.91545)))"
42101007000,"list(list(c(-75.225887, -75.225358, -75.224388, -75.223012, -75.222098, -75.220278, -75.218874, -75.217614, -75.215682, -75.217058, -75.221287, -75.222696, -75.223302, -75.224592, -75.227252, -75.225887, 39.935625, 39.936, 39.936676, 39.937643, 39.938279, 39.939572, 39.938393, 39.93733, 39.935691, 39.934733, 39.931789, 39.930808, 39.931315, 39.93241, 39.934661, 39.935625)))"
42101008101,"list(list(c(-75.239641, -75.239232, -75.239118, -75.235165, -75.230959, -75.231289, -75.233604, -75.235822, -75.240052, -75.239641, 39.947932, 39.949923, 39.950446, 39.949953, 39.949438, 39.94782, 39.947351, 39.946835, 39.945917, 39.947932)))"
42101008500,"list(list(c(-75.231937, -75.231557, -75.231277, -75.230801, -75.228645, -75.227443, -75.224868, -75.22092, -75.221397, -75.221798, -75.222279, -75.226224, -75.229999, -75.232153, -75.231937, 39.955319, 39.957102, 39.958448, 39.960722, 39.960463, 39.960311, 39.960005, 39.959505, 39.957227, 39.955319, 39.95304, 39.953528, 39.953996, 39.954262, 39.955319)))"
42101009400,"list(list(c(-75.236587, -75.236481, -75.236162, -75.235842, -75.233904, -75.23189, -75.22992, -75.227679, -75.228645, -75.230801, -75.232857, -75.234869, -75.236808, -75.236587, 39.962519, 39.963047, 39.964565, 39.966085, 39.965846, 39.965593, 39.965352, 39.965072, 39.960463, 39.960722, 39.960976, 39.961231, 39.961471, 39.962519)))"
42101009801,"list(list(c(-75.269257, -75.267973, -75.265918, -75.261996, -75.263054, -75.264257, -75.265558, -75.267588, -75.271309, -75.269257, 39.980186, 39.980757, 39.979251, 39.977598, 39.975749, 39.974419, 39.975641, 39.974662, 39.979275, 39.980186)))"
42101010200,"list(list(c(-75.235356, -75.235697, -75.234203, -75.232573, -75.231617, -75.228735, -75.228248, -75.228149, -75.22786, -75.227679, -75.22992, -75.23189, -75.233904, -75.235842, -75.235356, 39.968509, 39.970336, 39.9705, 39.970683, 39.970789, 39.971107, 39.968409, 39.967843, 39.966191, 39.965072, 39.965352, 39.965593, 39.965846, 39.966085, 39.968509)))"
42101010700,"list(list(c(-75.212148, -75.208646, -75.205979, -75.203722, -75.203258, -75.20264, -75.202342, -75.208344, -75.211189, -75.211334, -75.211516, -75.212148, 39.973012, 39.972158, 39.971429, 39.970929, 39.968447, 39.965169, 39.963137, 39.966876, 39.968634, 39.968726, 39.969654, 39.973012)))"
42101011200,"list(list(c(-75.23857, -75.236087, -75.233691, -75.231783, -75.229855, -75.229266, -75.229026, -75.228735, -75.231617, -75.232573, -75.234203, -75.235697, -75.237455, -75.237983, -75.23857, 39.976101, 39.97638, 39.976642, 39.976852, 39.977069, 39.973926, 39.972644, 39.971107, 39.970789, 39.970683, 39.9705, 39.970336, 39.970141, 39.972957, 39.976101)))"
42101011400,"list(list(c(-75.251063, -75.248346, -75.248991, -75.24819, -75.247832, -75.245478, -75.244491, -75.240153, -75.23724, -75.239042, -75.239335, -75.239467, -75.239124, -75.238891, -75.23857, -75.241013, -75.24358, -75.24554, -75.247494, -75.247797, -75.248628, -75.248944, -75.251063, 39.981601, 39.982968, 39.985109, 39.985469, 39.985522, 39.986619, 39.985667, 39.985213, 39.98484, 39.98195, 39.981447, 39.980914, 39.979069, 39.977818, 39.976101, 39.975833, 39.975546, 39.97533, 39.975113, 39.975079, 39.978707, 
39.979106, 39.981601)))"
42101011800,"list(list(c(-75.245478, -75.239838, -75.238361, -75.237785, -75.236255, -75.233713, -75.233672, -75.233528, -75.232932, -75.23267, -75.232136, -75.231866, -75.230791, -75.2301, -75.228792, -75.228471, -75.2263, -75.226451, -75.226765, -75.230171, -75.234068, -75.235689, -75.239042, -75.23724, -75.240153, -75.244491, -75.245478, 39.986619, 39.989287, 39.990486, 39.990669, 39.990971, 39.992176, 39.991882, 39.990653, 39.988934, 39.988155, 39.986635, 39.985877, 39.982516, 39.981556, 39.980705, 39.97896, 
39.977951, 39.977717, 39.977211, 39.978794, 39.980402, 39.980803, 39.98195, 39.98484, 39.985213, 39.985667, 39.986619)))"
42101012100,"list(list(c(-75.226402, -75.220665, -75.219551, -75.21828, -75.217994, -75.220317, -75.225109, -75.225891, -75.225699, -75.225662, -75.225794, -75.227462, -75.226402, 40.001255, 40.003944, 39.999839, 39.995318, 39.994223, 39.990286, 39.987582, 39.988131, 39.989626, 39.991469, 39.996924, 40.000746, 40.001255)))"
42101013402,"list(list(c(-75.17256, -75.172108, -75.171344, -75.170177, -75.168569, -75.165349, -75.165813, -75.166227, -75.167806, -75.169378, -75.170958, -75.172848, -75.17256, 39.965219, 39.967284, 39.967275, 39.96725, 39.967226, 39.967149, 39.965075, 39.963112, 39.963306, 39.963498, 39.963692, 39.963923, 39.965219)))"
42101013800,"list(list(c(-75.179779, -75.179172, -75.177585, -75.175989, -75.174393, -75.173126, -75.173414, -75.173785, -75.177852, -75.177862, -75.178108, -75.180729, -75.179779, 39.977188, 39.979988, 39.979774, 39.979572, 39.97938, 39.97775, 39.976363, 39.974677, 39.974247, 39.97248, 39.972509, 39.972841, 39.977188)))"
42101014600,"list(list(c(-75.158526, -75.157581, -75.153808, -75.152235, -75.150661, -75.151915, -75.152188, -75.155341, -75.156616, -75.158782, -75.158526, 39.97585, 39.980223, 39.979733, 39.979531, 39.979325, 39.973588, 39.972318, 39.972725, 39.974198, 39.974482, 39.97585)))"
42101016100,"list(list(c(-75.132881, -75.132208, -75.131907, -75.130794, -75.129641, -75.127363, -75.125491, -75.123386, -75.122342, -75.120252, -75.122679, -75.125062, -75.127623, -75.130448, -75.131777, -75.13319, -75.132881, 39.981631, 39.984741, 39.986306, 39.986928, 39.987546, 39.988792, 39.989836, 39.987916, 39.987046, 39.984755, 39.983488, 39.982373, 39.98143, 39.978589, 39.979364, 39.980134, 39.981631)))"
42101016902,"list(list(c(-75.187604, -75.182341, -75.180188, -75.178576, -75.179248, -75.179584, -75.179748, -75.180257, -75.181875, -75.183459, -75.186713, -75.186148, -75.186976, -75.187555, -75.187604, 39.998195, 39.997519, 39.997253, 39.99704, 39.993963, 39.992463, 39.991715, 39.989388, 39.989583, 39.9898, 39.990215, 39.992662, 39.994344, 39.995829, 39.998195)))"
42101017100,"list(list(c(-75.186861, -75.183953, -75.181141, -75.178809, -75.178633, -75.173853, -75.172209, -75.169741, -75.16914, -75.165554, -75.165896, -75.168943, -75.169093, -75.169754, -75.171912, -75.174663, -75.176301, -75.178237, -75.180188, -75.182341, -75.187604, -75.186861, 40.000409, 40.002838, 40.003697, 40.004937, 40.005052, 40.007468, 40.007898, 40.008585, 40.008832, 40.004859, 40.003269, 40.00366, 40.003671, 40.000622, 40.000883, 40.001009, 39.999921, 39.998611, 39.997253, 39.997519, 39.998195, 
40.000409)))"
42101038200,"list(list(c(-75.109709, -75.108144, -75.102674, -75.100367, -75.097949, -75.100085, -75.100973, -75.104197, -75.101811, -75.094104, -75.092574, -75.092133, -75.092536, -75.091749, -75.090154, -75.087933, -75.08637, -75.094523, -75.097007, -75.095726, -75.098035, -75.099128, -75.102621, -75.105064, -75.105915, -75.106326, -75.106748, -75.107339, -75.10773, -75.109528, -75.109709, 39.992334, 39.993156, 39.996008, 39.997206, 39.998496, 40.000977, 40.001086, 40.001525, 40.002863, 40.007096, 40.007932, 
40.007344, 40.005378, 40.0047, 40.004148, 40.002829, 39.998895, 39.994603, 39.993399, 39.99195, 39.990748, 39.990172, 39.988348, 39.987073, 39.988037, 39.988524, 39.98898, 39.989644, 39.990079, 39.992123, 39.992334)))"
42101019200,"list(list(c(-75.124732, -75.12441, -75.11902, -75.11629, -75.11609, -75.113986, -75.109864, -75.110017, -75.104197, -75.106442, -75.109848, -75.110983, -75.112923, -75.115107, -75.117055, -75.118994, -75.120933, -75.125058, -75.124732, 40.001124, 40.002634, 40.001961, 40.002141, 40.003067, 40.00356, 40.003027, 40.002282, 40.001525, 40.000322, 39.998436, 39.997801, 39.99806, 39.998347, 39.998601, 39.998852, 39.999097, 39.999628, 40.001124)))"
42101020102,"list(list(c(-75.156653, -75.156652, -75.155185, -75.153849, -75.152431, -75.152163, -75.151428, -75.151067, -75.151246, -75.151603, -75.156376, -75.158106, -75.156653, 40.014419, 40.014618, 40.015295, 40.015891, 40.01321, 40.01254, 40.010903, 40.010036, 40.009279, 40.007665, 40.008284, 40.007736, 40.014419)))"
42101020900,"list(list(c(-75.213266, -75.21275, -75.211564, -75.209213, -75.208035, -75.207732, -75.207501, -75.207595, -75.204057, -75.202999, -75.203749, -75.205622, -75.207221, -75.208008, -75.212219, -75.214752, -75.213, -75.214841, -75.213266, 40.021301, 40.021541, 40.020898, 40.021899, 40.023114, 40.023783, 40.023328, 40.019536, 40.020213, 40.017528, 40.016658, 40.017107, 40.016673, 40.012997, 40.015461, 40.017784, 40.018652, 40.020594, 40.021301)))"
42101038400,"list(list(c(-75.243288, -75.232952, -75.231412, -75.227444, -75.225988, -75.230411, -75.225202, -75.227005, -75.228088, -75.226651, -75.223538, -75.225109, -75.2248, -75.225959, -75.223454, -75.224933, -75.227143, -75.228493, -75.226912, -75.228446, -75.228211, -75.230082, -75.231724, -75.238182, -75.23885, -75.240092, -75.241075, -75.242047, -75.243288, 40.073494, 40.083618, 40.082658, 40.081209, 40.079068, 40.077042, 40.074072, 40.072605, 40.070649, 40.070458, 40.067435, 40.06608, 40.062554, 40.062153, 
40.059173, 40.058349, 40.059055, 40.060331, 40.061721, 40.06254, 40.064678, 40.0663, 40.064099, 40.059771, 40.060815, 40.067344, 40.070395, 40.071949, 40.073494)))"
42101023800,"list(list(c(-75.188797, -75.187315, -75.185569, -75.182203, -75.181701, -75.180884, -75.177757, -75.177629, -75.176428, -75.181235, -75.182925, -75.188396, -75.187922, -75.188797, 40.03948, 40.040929, 40.042625, 40.045894, 40.044831, 40.043246, 40.039401, 40.039229, 40.037794, 40.033097, 40.034066, 40.037255, 40.037547, 40.03948)))"
42101024900,"list(list(c(-75.161898, -75.158889, -75.157748, -75.157557, -75.157729, -75.157958, -75.158017, -75.158132, -75.161656, -75.164529, -75.161898, 40.052842, 40.055768, 40.055153, 40.055034, 40.052626, 40.049025, 40.048126, 40.046418, 40.048559, 40.050306, 40.052842)))"
42101025300,"list(list(c(-75.186535, -75.183366, -75.180513, -75.179017, -75.175743, -75.177193, -75.177983, -75.179616, -75.183398, -75.184573, -75.184693, -75.187306, -75.186535, 40.056209, 40.05922, 40.057498, 40.05658, 40.054577, 40.05308, 40.05356, 40.051956, 40.048254, 40.050403, 40.050641, 40.055484, 40.056209)))"
42101034801,"list(list(c(-75.024818, -75.021992, -75.021185, -75.020622, -75.014444, -75.012828, -75.011241, -75.008639, -75.008245, -75.007814, -75.004795, -75.012273, -75.016377, -75.018502, -75.019409, -75.016957, -75.017076, -75.018196, -75.023374, -75.024345, -75.024818, 40.060286, 40.063113, 40.061691, 40.061282, 40.057424, 40.056404, 40.056667, 40.057773, 40.057796, 40.057407, 40.054747, 40.048885, 40.045672, 40.044081, 40.046474, 40.048858, 40.051198, 40.052506, 40.055334, 40.05644, 40.060286)))"
42101026600,"list(list(c(-75.153513, -75.152602, -75.152195, -75.151596, -75.148331, -75.146683, -75.143117, -75.140897, -75.142182, -75.142292, -75.143167, -75.145445, -75.147057, -75.149219, -75.151141, -75.15175, -75.152915, -75.153513, 40.064285, 40.067646, 40.069527, 40.070328, 40.068485, 40.067547, 40.065493, 40.064239, 40.058424, 40.057941, 40.058143, 40.058254, 40.058326, 40.058432, 40.061326, 40.06222, 40.063881, 40.064285)))"
42101027500,"list(list(c(-75.134899, -75.134724, -75.132121, -75.131283, -75.128495, -75.128834, -75.129498, -75.130518, -75.13129, -75.135042, -75.134818, -75.134472, -75.135257, -75.134899, 40.040179, 40.046134, 40.046018, 40.045984, 40.045626, 40.044086, 40.041048, 40.036437, 40.032818, 40.033284, 40.036987, 40.038514, 40.03864, 40.040179)))"
42101028000,"list(list(c(-75.159551, -75.159033, -75.158124, -75.154776, -75.154034, -75.152369, -75.153282, -75.15152, -75.151263, -75.150781, -75.148245, -75.148567, -75.153357, -75.154929, -75.157303, -75.159035, -75.159214, -75.159315, -75.159551, 40.023925, 40.030316, 40.030825, 40.031452, 40.031564, 40.031387, 40.029955, 40.027556, 40.027186, 40.026565, 40.022959, 40.021476, 40.022088, 40.02229, 40.022607, 40.0228, 40.023192, 40.02341, 40.023925)))"
42101029000,"list(list(c(-75.122727, -75.121711, -75.120713, -75.116083, -75.114896, -75.113156, -75.110735, -75.111139, -75.11181, -75.11288, -75.114667, -75.117263, -75.121843, -75.12342, -75.122727, 40.029151, 40.03347, 40.03364, 40.033037, 40.034447, 40.036507, 40.033115, 40.031038, 40.027998, 40.027457, 40.0272, 40.026818, 40.026155, 40.02593, 40.029151)))"
42101029900,"list(list(c(-75.080857, -75.079046, -75.077257, -75.07505, -75.074354, -75.07338, -75.072575, -75.071847, -75.070864, -75.070429, -75.06999, -75.069786, -75.069508, -75.070581, -75.078448, -75.078749, -75.079279, -75.080314, -75.080857, 40.011903, 40.013007, 40.014973, 40.017159, 40.018804, 40.019654, 40.018868, 40.016952, 40.014353, 40.013167, 40.012032, 40.011543, 40.010798, 40.010533, 40.008586, 40.009878, 40.010409, 40.011393, 40.011903)))"
42101030800,"list(list(c(-75.0868, -75.085847, -75.085676, -75.08498, -75.083525, -75.078075, -75.076734, -75.075032, -75.079334, -75.079878, -75.082888, -75.086165, -75.085989, -75.0868, 40.052744, 40.05441, 40.057208, 40.058893, 40.06127, 40.058104, 40.05735, 40.056359, 40.051809, 40.051217, 40.048197, 40.050024, 40.050878, 40.052744)))"
42101031102,"list(list(c(-75.087852, -75.086804, -75.084412, -75.082674, -75.080904, -75.082114, -75.07862, -75.079265, -75.080981, -75.081757, -75.084273, -75.085313, -75.087159, -75.087852, 40.036111, 40.037049, 40.039499, 40.04242, 40.041432, 40.040147, 40.038205, 40.037516, 40.035713, 40.034924, 40.032172, 40.033521, 40.03479, 40.036111)))"
42101032500,"list(list(c(-75.051104, -75.047453, -75.050972, -75.048574, -75.04677, -75.043757, -75.042858, -75.041037, -75.038625, -75.039452, -75.040499, -75.045381, -75.048375, -75.049304, -75.050202, -75.051104, 40.026407, 40.028294, 40.032324, 40.032982, 40.033683, 40.030204, 40.029185, 40.027091, 40.024239, 40.022917, 40.022297, 40.019868, 40.023291, 40.024351, 40.02538, 40.026407)))"
42101033000,"list(list(c(-75.04086, -75.039289, -75.037138, -75.036276, -75.033427, -75.032295, -75.030905, -75.030793, -75.02798, -75.029706, -75.028413, -75.032752, -75.03517, -75.036906, -75.037753, -75.04034, -75.04086, 40.036757, 40.03734, 40.038121, 40.038441, 40.039473, 40.037622, 40.035358, 40.03519, 40.031894, 40.030947, 40.029758, 40.02705, 40.030116, 40.032252, 40.033308, 40.036458, 40.036757)))"
42101033701,"list(list(c(-75.052315, -75.051875, -75.050462, -75.051719, -75.047467, -75.045793, -75.043955, -75.045101, -75.047381, -75.047762, -75.047963, -75.046589, -75.044675, -75.04206, -75.044507, -75.048323, -75.050091, -75.051677, -75.055477, -75.052315, 40.068484, 40.069988, 40.071509, 40.072241, 40.076419, 40.075329, 40.072522, 40.069622, 40.070558, 40.069395, 40.066822, 40.065885, 40.06484, 40.064722, 40.059365, 40.061176, 40.06216, 40.063082, 40.065149, 40.068484)))"
42101033800,"list(list(c(-75.085729, -75.082965, -75.079179, -75.077177, -75.074845, -75.069297, -75.067838, -75.06304, -75.064491, -75.068074, -75.069224, -75.073256, -75.075032, -75.076734, -75.078075, -75.083525, -75.08478, -75.085729, 40.062589, 40.063948, 40.065175, 40.065785, 40.066538, 40.068345, 40.068959, 40.066143, 40.064588, 40.060824, 40.059583, 40.05533, 40.056359, 40.05735, 40.058104, 40.06127, 40.062044, 40.062589)))"
42101034600,"list(list(c(-75.035087, -75.028952, -75.028774, -75.023713, -75.013126, -75.021707, -75.022217, -75.028256, -75.02966, -75.035087, 40.074617, 40.080968, 40.080864, 40.077994, 40.072071, 40.063392, 40.06352, 40.067314, 40.068154, 40.074617)))"
42101034701,"list(list(c(-75.040265, -75.039163, -75.036627, -75.035087, -75.02966, -75.028256, -75.028512, -75.028016, -75.029004, -75.028756, -75.029032, -75.033734, -75.03433, -75.035062, -75.035532, -75.034225, -75.03528, -75.0406, -75.040265, 40.068747, 40.070369, 40.073019, 40.074617, 40.068154, 40.067314, 40.06684, 40.060725, 40.057795, 40.056781, 40.056399, 40.056884, 40.057067, 40.057327, 40.05881, 40.062701, 40.064995, 40.068042, 40.068747)))"
42101034802,"list(list(c(-75.021707, -75.013126, -75.01135, -75.007269, -75.008128, -75.008788, -75.009331, -75.009421, -75.008801, -75.008621, -75.008245, -75.008639, -75.011241, -75.012828, -75.014444, -75.020622, -75.021185, -75.021992, -75.021707, 40.063392, 40.072071, 40.071189, 40.069161, 40.068585, 40.06735, 40.065812, 40.061365, 40.058401, 40.058224, 40.057796, 40.057773, 40.056667, 40.056404, 40.057424, 40.061282, 40.061691, 40.063113, 40.063392)))"
42101035200,"list(list(c(-75.001181, -74.998259, -74.991254, -74.990432, -74.985576, -74.984171, -74.982355, -74.981023, -74.980378, -74.984302, -74.983904, -74.984098, -74.986873, -74.99627, -74.999877, -75.004795, -75.001181, 40.057232, 40.05808, 40.059949, 40.060396, 40.063345, 40.064075, 40.064672, 40.064939, 40.060349, 40.05585, 40.054994, 40.054782, 40.052097, 40.047202, 40.050402, 40.054747, 40.057232)))"
42101036100,"list(list(c(-74.997124, -74.992199, -74.986674, -74.980021, -74.982114, -74.98418, -74.989094, -74.991264, -74.995464, -75.001796, -74.997124, 40.108151, 40.103978, 40.099278, 40.093712, 40.091942, 40.089906, 40.093928, 40.095778, 40.099166, 40.10493, 40.108151)))"
42101036400,"list(list(c(-75.005391, -74.997052, -74.993533, -74.987943, -74.987193, -74.983523, -74.982213, -74.982748, -74.980058, -74.973219, -74.970119, -74.964526, -74.96408, -74.966621, -74.969758, -74.970286, -74.97896, -74.983393, -74.981997, -74.986674, -74.992199, -74.997124, -75.000959, -75.003554, -75.005391, 40.114802, 40.121168, 40.11868, 40.123291, 40.123286, 40.123671, 40.122057, 40.120887, 40.119883, 40.119891, 40.117201, 40.118372, 40.117766, 40.117932, 40.115927, 40.113065, 40.106169, 40.103684, 
40.102454, 40.099278, 40.103978, 40.108151, 40.111393, 40.110847, 40.114802)))"
42101036203,"list(list(c(-74.982413, -74.981173, -74.977684, -74.97725, -74.976298, -74.97582, -74.971611, -74.970568, -74.966814, -74.966078, -74.964842, -74.969855, -74.97108, -74.971466, -74.971063, -74.972445, -74.976699, -74.977634, -74.980878, -74.981023, -74.982355, -74.982413, 40.065736, 40.071985, 40.079834, 40.080506, 40.081454, 40.081889, 40.087236, 40.086384, 40.082209, 40.081031, 40.077148, 40.076383, 40.075992, 40.074355, 40.073966, 40.072235, 40.069144, 40.067589, 40.066028, 40.064939, 40.064672, 
40.065736)))"
42101001002,"list(list(c(-75.150339, -75.150037, -75.149793, -75.149513, -75.149186, -75.14408, -75.142466, -75.143335, -75.14406, -75.147604, -75.150755, -75.150339, 39.94373, 39.945144, 39.946235, 39.947512, 39.949032, 39.948379, 39.948174, 39.944306, 39.940972, 39.941422, 39.941818, 39.94373)))"
42101001600,"list(list(c(-75.152546, -75.152334, -75.150755, -75.147604, -75.14406, -75.144529, -75.144646, -75.148157, -75.151773, -75.152771, -75.152546, 39.941148, 39.942015, 39.941818, 39.941422, 39.940972, 39.938873, 39.938373, 39.938899, 39.939548, 39.940039, 39.941148)))"
42101980500,"list(list(c(-75.147143, -75.147139, -75.14711, -75.146379, -75.143223, -75.142027, -75.141589, -75.140105, -75.141126, -75.141745, -75.146473, -75.147212, -75.147143, 40.01901, 40.019518, 40.02128, 40.021204, 40.020796, 40.020635, 40.020811, 40.02039, 40.015818, 40.012939, 40.014862, 40.014965, 40.01901)))"
42101980600,"list(list(c(-75.1828, -75.178512, -75.173234, -75.17081, -75.169806, -75.171928, -75.165482, -75.163535, -75.16566, -75.166321, -75.170885, -75.174808, -75.173536, -75.174141, -75.183387, -75.1828, 39.909208, 39.90867, 39.908002, 39.908594, 39.911326, 39.912348, 39.911531, 39.910831, 39.899583, 39.899305, 39.898848, 39.899179, 39.90539, 39.905433, 39.906617, 39.909208)))"
42101010400,"list(list(c(-75.223118, -75.217172, -75.216996, -75.2168, -75.216516, -75.216181, -75.217002, -75.218954, -75.219175, -75.219439, -75.219693, -75.220044, -75.221952, -75.222431, -75.222444, -75.222501, -75.223118, 39.969747, 39.970351, 39.968969, 39.967459, 39.965214, 39.962546, 39.959015, 39.95926, 39.959288, 39.960941, 39.962523, 39.963819, 39.96425, 39.966487, 39.966531, 39.966878, 39.969747)))"
42101023100,"list(list(c(-75.208933, -75.205815, -75.204166, -75.204218, -75.202651, -75.20079, -75.198673, -75.196741, -75.196385, -75.200359, -75.202475, -75.202545, -75.20714, -75.204744, -75.20615, -75.206782, -75.209573, -75.208933, 40.067015, 40.070106, 40.069595, 40.071632, 40.073212, 40.070707, 40.068575, 40.067365, 40.066623, 40.063476, 40.06265, 40.059884, 40.062139, 40.064538, 40.065376, 40.064755, 40.066375, 40.067015)))"
42101989100,"list(list(c(-75.017973, -75.018617, -75.021725, -75.021906, -75.021806, -75.01783, -75.016212, -75.012541, -75.011038, -75.010099, -75.006278, -74.99627, -74.990976, -74.9865921200616, -74.988884, -74.9900901573364, -75.0034202453068, -75.008568, -75.012214, -75.0137917475172, -75.0138050340485, -75.015583, -75.022508, -75.017973, 40.033361, 40.033655, 40.033923, 40.03451, 40.037024, 40.039076, 40.039914, 40.038027, 40.038599, 40.039038, 40.041155, 40.047202, 40.042526, 40.0389755305687, 40.037289, 
40.0364675335678, 40.0273889337237, 40.023883, 40.020698, 40.0202177328914, 40.0202136884648, 40.023134, 40.030832, 40.033361)))"
42101011700,"list(list(c(-75.247948, -75.245689, -75.237331, -75.235298, -75.234136, -75.234027, -75.233713, -75.236255, -75.237785, -75.238361, -75.239838, -75.245478, -75.246416, -75.246187, -75.246904, -75.247948, 39.991138, 39.992191, 39.996128, 39.99707, 39.995598, 39.994736, 39.992176, 39.990971, 39.990669, 39.990486, 39.989287, 39.986619, 39.988266, 39.989516, 39.98985, 39.991138)))"
42101016200,"list(list(c(-75.145126, -75.1435, -75.14152, -75.139669, -75.136759, -75.132208, -75.132881, -75.137443, -75.138137, -75.139868, -75.144169, -75.14405, -75.144154, -75.145126, 39.986485, 39.986275, 39.986016, 39.985802, 39.985402, 39.984741, 39.981631, 39.982223, 39.982312, 39.982536, 39.983092, 39.983721, 39.984724, 39.986485)))"
42101001102,"list(list(c(-75.159984, -75.159481, -75.157113, -75.156337, -75.153184, -75.153694, -75.153916, -75.155488, -75.156673, -75.157058, -75.160205, -75.159984, 39.944009, 39.946325, 39.946025, 39.945923, 39.945536, 39.943218, 39.942205, 39.942407, 39.942551, 39.942596, 39.942997, 39.944009)))"
42101989300,"list(list(c(-75.128883, -75.125092, -75.124556, -75.122752, -75.12073, -75.11751, -75.117475, -75.119439, -75.11782, -75.112161, -75.112497, -75.112821, -75.113986, -75.11609, -75.11629, -75.11902, -75.12441, -75.123949, -75.127863, -75.131937, -75.128883, 40.018945, 40.018105, 40.017826, 40.019722, 40.019469, 40.019054, 40.015783, 40.013026, 40.012812, 40.012085, 40.010489, 40.009007, 40.00356, 40.003067, 40.002141, 40.001961, 40.002634, 40.004814, 40.005057, 40.005156, 40.018945)))"
42101036902,"list(list(c(-75.199204, -75.197243, -75.196762, -75.196121, -75.194152, -75.191464, -75.187064, -75.180223, -75.180909, -75.181663, -75.183288, -75.185634, -75.187231, -75.191689, -75.192587, -75.195322, -75.195577, -75.199519, -75.199204, 39.951257, 39.951021, 39.953387, 39.956429, 39.95618, 39.955843, 39.955295, 39.954472, 39.952982, 39.951509, 39.949512, 39.948021, 39.947176, 39.95032, 39.950446, 39.950781, 39.949728, 39.95022, 39.951257)))"
42101013702,"list(list(c(-75.184945, -75.184439, -75.183838, -75.182215, -75.181135, -75.180591, -75.179172, -75.179779, -75.180729, -75.182147, -75.185394, -75.184945, 39.975479, 39.977788, 39.980585, 39.980373, 39.980238, 39.980167, 39.979988, 39.977188, 39.972841, 39.973009, 39.973417, 39.975479)))"
