GEOID,geometry
42101035302,"list(list(c(-75.003606, -75.001465, -74.998488, -74.997233, -74.994348, -74.990003, -74.987568, -74.986886, -74.984901, -74.987148, -74.987857, -74.993531, -74.996409, -74.99873, -74.998385, -75.007269, -75.003606, 40.071362, 40.075148, 40.078701, 40.080023, 40.081681, 40.077975, 40.075825, 40.075332, 40.07448, 40.072702, 40.072829, 40.071863, 40.06659, 40.065828, 40.064117, 40.069161, 40.071362)))"
42101008302,"list(list(c(-75.24441, -75.244084, -75.243975, -75.243608, -75.243371, -75.242735, -75.240762, -75.238785, -75.239658, -75.239909, -75.240137, -75.238166, -75.238476, -75.238796, -75.242754, -75.244719, -75.24441, 39.954226, 39.955743, 39.95626, 39.95802, 39.959166, 39.962202, 39.96196, 39.961715, 39.957534, 39.956313, 39.955252, 39.955011, 39.953485, 39.951942, 39.952432, 39.952676, 39.954226)))"
42101037300,"list(list(c(-75.193987, -75.192285, -75.190285, -75.19022, -75.18901, -75.181884, -75.177806, -75.172253, -75.171928, -75.169806, -75.17081, -75.173234, -75.178512, -75.1828, -75.183387, -75.174141, -75.173536, -75.174808, -75.174959, -75.176562, -75.187183, -75.189993, -75.19194, -75.193809, -75.193652, -75.193465, -75.193987, 39.905633, 39.906428, 39.915588, 39.915884, 39.914556, 39.913517, 39.91309, 39.912388, 39.912348, 39.911326, 39.908594, 39.908002, 39.90867, 39.909208, 39.906617, 39.905433, 
39.90539, 39.899179, 39.898488, 39.898666, 39.896682, 39.89681, 39.896089, 39.90002, 39.902387, 39.903433, 39.905633)))"
42101005600,"list(list(c(-75.249109, -75.247308, -75.244985, -75.240576, -75.240331, -75.238643, -75.243752, -75.252349, -75.249109, 39.901113, 39.902282, 39.903178, 39.904062, 39.904113, 39.898691, 39.893025, 39.897618, 39.901113)))"
42101020800,"list(list(c(-75.202422, -75.197636, -75.193308, -75.193231, -75.187462, -75.185463, -75.183544, -75.181668, -75.182456, -75.190007, -75.191105, -75.192405, -75.200278, -75.201086, -75.206139, -75.202422, 40.015804, 40.021461, 40.024091, 40.024996, 40.0285, 40.028875, 40.027265, 40.025657, 40.025343, 40.022524, 40.021663, 40.020495, 40.013708, 40.012929, 40.014753, 40.015804)))"
42101022000,"list(list(c(-75.264431, -75.256286, -75.252209, -75.243288, -75.242047, -75.241075, -75.240092, -75.23885, -75.238182, -75.25412, -75.254629, -75.254678, -75.255098, -75.257655, -75.264431, 40.054094, 40.061081, 40.065278, 40.073494, 40.071949, 40.070395, 40.067344, 40.060815, 40.059771, 40.048324, 40.047592, 40.045924, 40.046122, 40.047611, 40.054094)))"
42101000500,"list(list(c(-75.165063, -75.163323, -75.163093, -75.159435, -75.157864, -75.154717, -75.151539, -75.152, -75.152337, -75.157062, -75.158634, -75.160209, -75.163857, -75.164011, -75.163996, -75.165299, -75.165063, 39.953608, 39.953355, 39.9544, 39.953953, 39.953748, 39.953348, 39.952948, 39.950936, 39.949421, 39.950006, 39.950203, 39.950395, 39.950856, 39.950876, 39.951625, 39.952284, 39.953608)))"
42101014100,"list(list(c(-75.159237, -75.158782, -75.156616, -75.155341, -75.152188, -75.151915, -75.150315, -75.146082, -75.146543, -75.147146, -75.153018, -75.154549, -75.159702, -75.159237, 39.972384, 39.974482, 39.974198, 39.972725, 39.972318, 39.973588, 39.973382, 39.972833, 39.97038, 39.967126, 39.968549, 39.968931, 39.970202, 39.972384)))"
42101024100,"list(list(c(-75.181235, -75.176428, -75.175208, -75.174724, -75.173951, -75.173514, -75.17061, -75.173482, -75.174572, -75.176705, -75.178913, -75.181235, 40.033097, 40.037794, 40.036232, 40.03582, 40.035193, 40.034831, 40.033131, 40.030336, 40.029244, 40.03046, 40.031737, 40.033097)))"
42101002702,"list(list(c(-75.152131, -75.151309, -75.149728, -75.14617, -75.146985, -75.147842, -75.149405, -75.152938, -75.152131, 39.928336, 39.932007, 39.931793, 39.931321, 39.927665, 39.924015, 39.924207, 39.924679, 39.928336)))"
42101980702,"list(list(c(-75.148124, -75.147357, -75.147091, -75.146538, -75.148079, -75.148223, -75.148035, -75.147842, -75.146985, -75.141509, -75.140261, -75.1342955790822, -75.132344, -75.13012, -75.1291792220537, -75.12792, -75.1290044117647, -75.1295463738266, -75.13949, -75.149181, -75.148124, 39.913772, 39.91509, 39.916341, 39.91884, 39.919035, 39.920148, 39.921581, 39.924015, 39.927665, 39.927445, 39.926353, 39.9257835693192, 39.921666, 39.917013, 39.9147893430361, 39.911813, 39.9074753529412, 39.9053075046938, 
39.907028, 39.908642, 39.913772)))"
42101020702,"list(list(c(-75.206207, -75.206139, -75.201086, -75.200278, -75.192405, -75.190034, -75.188382, -75.189997, -75.191874, -75.192879, -75.194364, -75.197451, -75.203107, -75.205771, -75.207599, -75.206207, 40.01472, 40.014753, 40.012929, 40.013708, 40.020495, 40.018727, 40.016986, 40.01551, 40.014201, 40.01162, 40.012039, 40.008315, 40.010138, 40.011629, 40.012719, 40.01472)))"
42101012502,"list(list(c(-75.181987, -75.179494, -75.178068, -75.175984, -75.176219, -75.172848, -75.170958, -75.169378, -75.167806, -75.168108, -75.168429, -75.168773, -75.168827, -75.172002, -75.175482, -75.179937, -75.183323, -75.181987, 39.964525, 39.964518, 39.964671, 39.964208, 39.964409, 39.963923, 39.963692, 39.963498, 39.963306, 39.961893, 39.9604, 39.958892, 39.958627, 39.959007, 39.959448, 39.960028, 39.964374, 39.964525)))"
42101012501,"list(list(c(-75.168773, -75.168429, -75.168108, -75.167806, -75.166227, -75.164656, -75.161384, -75.161645, -75.161959, -75.162339, -75.165658, -75.167233, -75.168827, -75.168773, 39.958892, 39.9604, 39.961893, 39.963306, 39.963112, 39.96291, 39.962474, 39.961021, 39.959571, 39.957825, 39.95823, 39.958431, 39.958627, 39.958892)))"
42101000806,"list(list(c(-75.167517, -75.16594, -75.164338, -75.164845, -75.166458, -75.16803, -75.167517, 39.949744, 39.949553, 39.949346, 39.946999, 39.947196, 39.947386, 39.949744)))"
42101038301,"list(list(c(-75.137529, -75.136858, -75.135858, -75.135533, -75.134194, -75.128883, -75.131937, -75.133692, -75.137669, -75.137529, 40.004304, 40.007394, 40.011982, 40.013463, 40.019619, 40.018945, 40.005156, 40.005003, 40.003645, 40.004304)))"
42101980906,"list(list(c(-75.216123, -75.21454, -75.213906, -75.212149, -75.206841, -75.20209, -75.2017, -75.195045, -75.192494, -75.190392, -75.189653, -75.18943, -75.190298, -75.19022, -75.190285, -75.192285, -75.193987, -75.211762, -75.214927, -75.216123, 39.909637, 39.910661, 39.911072, 39.911151, 39.911186, 39.918555, 39.919834, 39.921011, 39.921266, 39.921664, 39.921807, 39.920822, 39.91644, 39.915884, 39.915588, 39.906428, 39.905633, 39.897747, 39.901616, 39.909637)))"
42101036700,"list(list(c(-75.148877, -75.148181, -75.148029, -75.147796, -75.147146, -75.144002, -75.142528, -75.140706, -75.138827, -75.138081, -75.139954, -75.141412, -75.141586, -75.142177, -75.144255, -75.148539, -75.148877, 39.957664, 39.961418, 39.962265, 39.963527, 39.967126, 39.96567, 39.964985, 39.964138, 39.963129, 39.962936, 39.956928, 39.957117, 39.955754, 39.956184, 39.956784, 39.957637, 39.957664)))"
42101008601,"list(list(c(-75.221798, -75.219823, -75.215872, -75.214643, -75.211677, -75.211916, -75.212393, -75.214373, -75.21635, -75.218347, -75.222279, -75.221798, 39.955319, 39.955076, 39.954586, 39.955607, 39.95524, 39.954096, 39.951811, 39.952053, 39.952302, 39.952553, 39.95304, 39.955319)))"
42101033200,"list(list(c(-75.054646, -75.052455, -75.051619, -75.047775, -75.045269, -75.043694, -75.041323, -75.039255, -75.033824, -75.034393, -75.040003, -75.043322, -75.045919, -75.049027, -75.052228, -75.054287, -75.054646, 40.044645, 40.046732, 40.047072, 40.046246, 40.046509, 40.047502, 40.047292, 40.045982, 40.04466, 40.044379, 40.041793, 40.040305, 40.039643, 40.041412, 40.043271, 40.044448, 40.044645)))"
42101000902,"list(list(c(-75.159751, -75.158965, -75.157392, -75.156646, -75.153174, -75.153498, -75.153104, -75.153184, -75.156337, -75.157113, -75.159481, -75.160267, -75.159751, 39.948783, 39.948681, 39.94849, 39.948394, 39.947962, 39.946477, 39.94591, 39.945536, 39.945923, 39.946025, 39.946325, 39.946422, 39.948783)))"
42101004101,"list(list(c(-75.163142, -75.162876, -75.162338, -75.159204, -75.156095, -75.154526, -75.155056, -75.155328, -75.155597, -75.160275, -75.163412, -75.163142, 39.922263, 39.923489, 39.92592, 39.925511, 39.925103, 39.924895, 39.922495, 39.921262, 39.920013, 39.920611, 39.921015, 39.922263)))"
42101007200,"list(list(c(-75.240052, -75.235822, -75.233604, -75.231289, -75.229449, -75.228342, -75.228686, -75.226805, -75.228184, -75.229553, -75.230928, -75.231676, -75.233632, -75.235033, -75.236424, -75.237132, -75.240266, -75.240052, 39.945917, 39.946835, 39.947351, 39.94782, 39.947779, 39.946167, 39.945913, 39.945083, 39.944134, 39.943168, 39.942194, 39.941671, 39.940292, 39.941474, 39.942646, 39.943237, 39.945866, 39.945917)))"
42101011300,"list(list(c(-75.239335, -75.239042, -75.235689, -75.234068, -75.230171, -75.229855, -75.231783, -75.233691, -75.236087, -75.23857, -75.238891, -75.239124, -75.239467, -75.239335, 39.981447, 39.98195, 39.980803, 39.980402, 39.978794, 39.977069, 39.976852, 39.976642, 39.97638, 39.976101, 39.977818, 39.979069, 39.980914, 39.981447)))"
42101013401,"list(list(c(-75.178641, -75.17539, -75.172108, -75.17256, -75.172848, -75.176219, -75.176778, -75.177513, -75.179683, -75.178641, 39.967399, 39.967345, 39.967284, 39.965219, 39.963923, 39.964409, 39.964822, 39.965382, 39.967416, 39.967399)))"
42101021200,"list(list(c(-75.218759, -75.213026, -75.210398, -75.208938, -75.208278, -75.207715, -75.211308, -75.213692, -75.214493, -75.216638, -75.217925, -75.218759, 40.036654, 40.039412, 40.03751, 40.035221, 40.033762, 40.031573, 40.02997, 40.032135, 40.032838, 40.034833, 40.03616, 40.036654)))"
42101026900,"list(list(c(-75.136585, -75.137025, -75.13619, -75.135124, -75.130135, -75.129021, -75.12632, -75.127143, -75.130783, -75.137767, -75.136585, 40.058566, 40.058773, 40.059264, 40.060989, 40.057796, 40.057091, 40.055481, 40.051748, 40.052206, 40.053112, 40.058566)))"
42101030200,"list(list(c(-75.086997, -75.08508, -75.084197, -75.080866, -75.079693, -75.07908, -75.077214, -75.075488, -75.073364, -75.073963, -75.075622, -75.07684, -75.078163, -75.080281, -75.081309, -75.084426, -75.085089, -75.090563, -75.086997, 40.029443, 40.031266, 40.031438, 40.029556, 40.028894, 40.028552, 40.027491, 40.027071, 40.025369, 40.025073, 40.024074, 40.023257, 40.022361, 40.021866, 40.02076, 40.022417, 40.022761, 40.025791, 40.029443)))"
42101033900,"list(list(c(-75.090317, -75.085044, -75.08415, -75.083255, -75.07966, -75.080965, -75.077177, -75.079179, -75.082965, -75.085729, -75.08699, -75.087425, -75.096733, -75.090317, 40.075115, 40.072141, 40.071824, 40.071209, 40.069203, 40.067974, 40.065785, 40.065175, 40.063948, 40.062589, 40.063321, 40.063599, 40.068989, 40.075115)))"
42101035500,"list(list(c(-75.041488, -75.030725, -75.027032, -75.023927, -75.022086, -75.019726, -75.018233, -75.015528, -75.015367, -75.017383, -75.017575, -75.025229, -75.028952, -75.037498, -75.0384, -75.039509, -75.040877, -75.041488, 40.087338, 40.09553, 40.09834, 40.100702, 40.100212, 40.098346, 40.097105, 40.09486, 40.094734, 40.092651, 40.092754, 40.08482, 40.080968, 40.085459, 40.084472, 40.085702, 40.086966, 40.087338)))"
42101002000,"list(list(c(-75.18824, -75.187445, -75.184956, -75.181494, -75.179839, -75.180621, -75.183916, -75.188885, -75.18824, 39.939878, 39.940364, 39.940084, 39.939687, 39.939478, 39.935816, 39.93624, 39.936887, 39.939878)))"
42101024000,"list(list(c(-75.186194, -75.183731, -75.183058, -75.181235, -75.178913, -75.176705, -75.174572, -75.173611, -75.175115, -75.174043, -75.178141, -75.181668, -75.183544, -75.185463, -75.186194, 40.029468, 40.030637, 40.03129, 40.033097, 40.031737, 40.03046, 40.029244, 40.028691, 40.027255, 40.026588, 40.022595, 40.025657, 40.027265, 40.028875, 40.029468)))"
42101001400,"list(list(c(-75.177554, -75.177374, -75.176985, -75.175054, -75.171906, -75.168762, -75.165575, -75.165988, -75.166204, -75.170955, -75.174104, -75.177598, -75.177554, 39.942487, 39.943231, 39.94508, 39.944832, 39.944443, 39.94405, 39.943664, 39.94182, 39.940813, 39.941404, 39.941793, 39.942228, 39.942487)))"
42101008702,"list(list(c(-75.209264, -75.208999, -75.208761, -75.2086, -75.208128, -75.204145, -75.204933, -75.205092, -75.205334, -75.20546, -75.205802, -75.205759, -75.208044, -75.209259, -75.209326, -75.209264, 39.952522, 39.953733, 39.95488, 39.955636, 39.957915, 39.957422, 39.955181, 39.954419, 39.95328, 39.952682, 39.950985, 39.949832, 39.949748, 39.949541, 39.951436, 39.952522)))"
42101013602,"list(list(c(-75.186368, -75.185394, -75.182147, -75.180729, -75.178108, -75.177862, -75.175948, -75.174367, -75.174869, -75.17646, -75.178056, -75.178606, -75.181234, -75.184005, -75.185442, -75.186368, 39.973537, 39.973417, 39.973009, 39.972841, 39.972509, 39.97248, 39.972232, 39.972035, 39.96971, 39.96991, 39.970112, 39.97018, 39.970504, 39.970781, 39.971999, 39.973537)))"
42101027600,"list(list(c(-75.144302, -75.144224, -75.143547, -75.142858, -75.139107, -75.137529, -75.13566, -75.134724, -75.134899, -75.135257, -75.139212, -75.144571, -75.144302, 40.04109, 40.041381, 40.044426, 40.047488, 40.047011, 40.046805, 40.046174, 40.046134, 40.040179, 40.03864, 40.039146, 40.039836, 40.04109)))"
42101030000,"list(list(c(-75.086382, -75.083508, -75.081309, -75.080281, -75.078163, -75.07684, -75.075622, -75.073963, -75.073364, -75.069087, -75.07338, -75.074354, -75.07505, -75.077257, -75.079046, -75.080857, -75.0817, -75.085519, -75.086382, 40.015257, 40.018365, 40.02076, 40.021866, 40.022361, 40.023257, 40.024074, 40.025073, 40.025369, 40.021904, 40.019654, 40.018804, 40.017159, 40.014973, 40.013007, 40.011903, 40.012736, 40.014787, 40.015257)))"
42101018801,"list(list(c(-75.111558, -75.110983, -75.109848, -75.106442, -75.104335, -75.104043, -75.102674, -75.108144, -75.109709, -75.111369, -75.113387, -75.111558, 39.997475, 39.997801, 39.998436, 40.000322, 39.997884, 39.997555, 39.996008, 39.993156, 39.992334, 39.994211, 39.996493, 39.997475)))"
42101003702,"list(list(c(-75.186029, -75.184393, -75.18333, -75.182743, -75.181698, -75.181159, -75.179242, -75.17767, -75.176088, -75.176295, -75.177982, -75.179651, -75.181424, -75.181703, -75.183434, -75.185192, -75.186937, -75.186029, 39.926481, 39.926276, 39.926134, 39.926058, 39.925924, 39.92585, 39.925606, 39.92539, 39.925198, 39.92425, 39.923951, 39.923652, 39.923337, 39.92329, 39.922939, 39.922627, 39.922318, 39.926481)))"
42101006600,"list(list(c(-75.236986, -75.235478, -75.232305, -75.227252, -75.224592, -75.223302, -75.222696, -75.227309, -75.22869, -75.229818, -75.232438, -75.233121, -75.234328, -75.235594, -75.236986, 39.927821, 39.928877, 39.931115, 39.934661, 39.93241, 39.931315, 39.930808, 39.927571, 39.926602, 39.925811, 39.92397, 39.924558, 39.925573, 39.92664, 39.927821)))"
42101008801,"list(list(c(-75.200525, -75.20026, -75.200098, -75.199622, -75.196121, -75.196762, -75.197243, -75.199204, -75.200801, -75.200525, 39.952695, 39.95382, 39.954582, 39.95686, 39.956429, 39.953387, 39.951021, 39.951257, 39.951458, 39.952695)))"
42101013100,"list(list(c(-75.154013, -75.153739, -75.153018, -75.147146, -75.147796, -75.148029, -75.152146, -75.154312, -75.154013, 39.963976, 39.965261, 39.968549, 39.967126, 39.963527, 39.962265, 39.962452, 39.962614, 39.963976)))"
42101020300,"list(list(c(-75.153849, -75.151207, -75.149347, -75.147143, -75.147212, -75.147247, -75.147325, -75.147603, -75.148277, -75.148817, -75.151067, -75.151428, -75.152163, -75.152431, -75.153849, 40.015891, 40.017114, 40.017957, 40.01901, 40.014965, 40.011906, 40.010382, 40.008779, 40.005697, 40.002698, 40.010036, 40.010903, 40.01254, 40.01321, 40.015891)))"
42101029400,"list(list(c(-75.091815, -75.088731, -75.087577, -75.085818, -75.085519, -75.0817, -75.080857, -75.080314, -75.079279, -75.078749, -75.078448, -75.083087, -75.087448, -75.090154, -75.091749, -75.092536, -75.091815, 40.006007, 40.010923, 40.012516, 40.014448, 40.014787, 40.012736, 40.011903, 40.011393, 40.010409, 40.009878, 40.008586, 40.007437, 40.006079, 40.004148, 40.0047, 40.005378, 40.006007)))"
42101035602,"list(list(c(-75.054321, -75.048542, -75.03946, -75.036064, -75.033897, -75.032998, -75.039857, -75.042613, -75.047115, -75.049676, -75.050974, -75.053057, -75.05401, -75.054321, 40.108692, 40.112729, 40.107362, 40.106784, 40.105689, 40.10511, 40.101835, 40.100504, 40.098377, 40.102037, 40.103122, 40.10618, 40.108143, 40.108692)))"
42101000401,"list(list(c(-75.180223, -75.17972, -75.177527, -75.176234, -75.172783, -75.173176, -75.173489, -75.175407, -75.176191, -75.180909, -75.180223, 39.954472, 39.956164, 39.95549, 39.956032, 39.955604, 39.953571, 39.952052, 39.952291, 39.952387, 39.952982, 39.954472)))"
42101003001,"list(list(c(-75.175289, -75.175032, -75.174764, -75.17319, -75.171065, -75.168423, -75.168689, -75.169228, -75.171397, -75.172416, -75.173426, -75.175562, -75.175289, 39.928867, 39.930087, 39.931307, 39.931104, 39.930827, 39.930465, 39.929256, 39.926806, 39.927104, 39.927232, 39.927363, 39.927642, 39.928867)))"
42101008802,"list(list(c(-75.205802, -75.20546, -75.205334, -75.205092, -75.204933, -75.204145, -75.201953, -75.199622, -75.200098, -75.20026, -75.200525, -75.200801, -75.199204, -75.199519, -75.199545, -75.200967, -75.205167, -75.205656, -75.205759, -75.205802, 39.950985, 39.952682, 39.95328, 39.954419, 39.955181, 39.957422, 39.957149, 39.95686, 39.954582, 39.95382, 39.952695, 39.951458, 39.951257, 39.95022, 39.949211, 39.949862, 39.948522, 39.948053, 39.949832, 39.950985)))"
42101020000,"list(list(c(-75.153609, -75.152926, -75.152549, -75.151603, -75.151246, -75.151067, -75.148817, -75.148148, -75.147717, -75.15002, -75.153782, -75.153609, 39.998515, 40.001592, 40.003181, 40.007665, 40.009279, 40.010036, 40.002698, 40.000987, 39.999974, 39.999096, 39.997718, 39.998515)))"
42101025600,"list(list(c(-75.196385, -75.193222, -75.190626, -75.189203, -75.188461, -75.188052, -75.181751, -75.18437, -75.185757, -75.188629, -75.191054, -75.191876, -75.192891, -75.195726, -75.196385, 40.066623, 40.06909, 40.071989, 40.073174, 40.07275, 40.072503, 40.068902, 40.066442, 40.065121, 40.062443, 40.060176, 40.061257, 40.062662, 40.065177, 40.066623)))"
42101033101,"list(list(c(-75.043322, -75.040003, -75.034393, -75.033482, -75.031919, -75.03134, -75.033427, -75.036276, -75.037138, -75.039289, -75.04086, -75.045919, -75.043322, 40.040305, 40.041793, 40.044379, 40.043203, 40.041201, 40.040236, 40.039473, 40.038441, 40.038121, 40.03734, 40.036757, 40.039643, 40.040305)))"
42101980902,"list(list(c(-75.206322, -75.206072, -75.205643, -75.205468, -75.20114, -75.199344, -75.203047, -75.204223, -75.207433, -75.206322, 39.934759, 39.935371, 39.936882, 39.938355, 39.937468, 39.938366, 39.93496, 39.932852, 39.933513, 39.934759)))"
42101010300,"list(list(c(-75.228735, -75.225834, -75.225372, -75.223118, -75.222501, -75.222444, -75.222431, -75.221952, -75.223531, -75.224105, -75.22623, -75.22786, -75.228149, -75.228248, -75.228735, 39.971107, 39.971364, 39.969517, 39.969747, 39.966878, 39.966531, 39.966487, 39.96425, 39.964601, 39.964739, 39.965571, 39.966191, 39.967843, 39.968409, 39.971107)))"
42101004104,"list(list(c(-75.163956, -75.161362, -75.160826, -75.159276, -75.156139, -75.156708, -75.159844, -75.161956, -75.16453, -75.163956, 39.918518, 39.918177, 39.918116, 39.917914, 39.917515, 39.914869, 39.915286, 39.915546, 39.915875, 39.918518)))"
42101037600,"list(list(c(-75.161959, -75.161645, -75.161384, -75.161188, -75.154312, -75.152146, -75.148029, -75.148181, -75.148877, -75.150881, -75.152893, -75.153846, -75.155538, -75.157898, -75.162339, -75.161959, 39.959571, 39.961021, 39.962474, 39.963422, 39.962614, 39.962452, 39.962265, 39.961418, 39.957664, 39.957421, 39.956884, 39.956784, 39.956923, 39.957247, 39.957825, 39.959571)))"
42101001101,"list(list(c(-75.165341, -75.164845, -75.16471, -75.163648, -75.162627, -75.161843, -75.160267, -75.159481, -75.159984, -75.160205, -75.165575, -75.165341, 39.944664, 39.946999, 39.946971, 39.946836, 39.946713, 39.94662, 39.946422, 39.946325, 39.944009, 39.942997, 39.943664, 39.944664)))"
42101036502,"list(list(c(-75.010453, -75.00527, -75.005095, -75.003255, -74.997885, -74.994187, -74.993595, -74.992288, -74.993687, -74.989014, -74.987193, -74.987943, -74.993533, -74.997052, -75.005391, -75.006991, -75.008712, -75.010453, 40.120681, 40.12605, 40.128198, 40.131012, 40.127816, 40.131516, 40.132266, 40.130682, 40.126584, 40.12607, 40.123286, 40.123291, 40.11868, 40.121168, 40.114802, 40.118599, 40.119612, 40.120681)))"
42101007900,"list(list(c(-75.222914, -75.22275, -75.222589, -75.222279, -75.218347, -75.21635, -75.214373, -75.212393, -75.212716, -75.21292, -75.217121, -75.219234, -75.221237, -75.223315, -75.222914, 39.949975, 39.950754, 39.951519, 39.95304, 39.952553, 39.952302, 39.952053, 39.951811, 39.950292, 39.949065, 39.94861, 39.948368, 39.948161, 39.947925, 39.949975)))"
42101012000,"list(list(c(-75.235298, -75.227462, -75.225794, -75.225662, -75.233672, -75.233713, -75.234027, -75.234136, -75.235298, 39.99707, 40.000746, 39.996924, 39.991469, 39.991882, 39.992176, 39.994736, 39.995598, 39.99707)))"
42101021700,"list(list(c(-75.235419, -75.230049, -75.227161, -75.218706, -75.218293, -75.217827, -75.217846, -75.216923, -75.214111, -75.213026, -75.218759, -75.222052, -75.222808, -75.225234, -75.226267, -75.227444, -75.22853, -75.23204, -75.235419, 40.048775, 40.051219, 40.052534, 40.04851, 40.048118, 40.0471, 40.044343, 40.042249, 40.040124, 40.039412, 40.036654, 40.037775, 40.038112, 40.041319, 40.042401, 40.043197, 40.04386, 40.045328, 40.048775)))"
42101031402,"list(list(c(-75.063143, -75.061926, -75.06446, -75.061374, -75.059937, -75.057048, -75.054646, -75.056444, -75.059017, -75.061544, -75.06558, -75.063143, 40.042901, 40.04411, 40.045522, 40.048585, 40.047751, 40.04603, 40.044645, 40.042988, 40.040592, 40.038213, 40.040442, 40.042901)))"
42101001001,"list(list(c(-75.153694, -75.153184, -75.153104, -75.153498, -75.153174, -75.152337, -75.150767, -75.149186, -75.149513, -75.149793, -75.150037, -75.150339, -75.150755, -75.152334, -75.153916, -75.153694, 39.943218, 39.945536, 39.94591, 39.946477, 39.947962, 39.949421, 39.949223, 39.949032, 39.947512, 39.946235, 39.945144, 39.94373, 39.941818, 39.942015, 39.942205, 39.943218)))"
42101012201,"list(list(c(-75.21403, -75.211854, -75.209771, -75.207784, -75.207504, -75.20338, -75.201293, -75.202057, -75.203194, -75.206376, -75.208252, -75.209385, -75.215355, -75.21403, 40.005079, 40.004986, 40.006983, 40.006302, 40.006469, 40.005165, 40.00597, 40.004729, 40.003393, 40.002918, 40.002621, 40.002429, 40.001244, 40.005079)))"
42101980903,"list(list(c(-75.203047, -75.199344, -75.197924, -75.198817, -75.199503, -75.199855, -75.199649, -75.204223, -75.203047, 39.93496, 39.938366, 39.938063, 39.937009, 39.934508, 39.93266, 39.931912, 39.932852, 39.93496)))"
42101015200,"list(list(c(-75.175803, -75.173682, -75.17226, -75.171744, -75.168894, -75.169234, -75.164184, -75.164517, -75.165511, -75.170557, -75.172161, -75.174771, -75.174991, -75.175344, -75.174694, -75.174044, -75.174665, -75.175803, 39.988812, 39.990167, 39.989982, 39.989924, 39.98955, 39.987959, 39.987311, 39.985759, 39.981244, 39.981901, 39.9821, 39.982444, 39.98246, 39.982517, 39.985506, 39.988507, 39.988427, 39.988812)))"
42101014500,"list(list(c(-75.150661, -75.149759, -75.14501, -75.145559, -75.146082, -75.150315, -75.151915, -75.150661, 39.979325, 39.97921, 39.978597, 39.975638, 39.972833, 39.973382, 39.973588, 39.979325)))"
42101016701,"list(list(c(-75.1635, -75.16294, -75.163749, -75.164094, -75.160946, -75.159918, -75.159366, -75.159721, -75.160044, -75.160365, -75.160695, -75.161032, -75.164184, -75.1635, 39.990401, 39.993043, 39.993966, 39.995169, 39.994737, 39.994591, 39.994525, 39.992971, 39.991473, 39.989991, 39.988495, 39.986907, 39.987311, 39.990401)))"
42101025400,"list(list(c(-75.181313, -75.176526, -75.175327, -75.170787, -75.168641, -75.172869, -75.174759, -75.175743, -75.179017, -75.180513, -75.183366, -75.181313, 40.061221, 40.065896, 40.065216, 40.0626, 40.061373, 40.057256, 40.057282, 40.054577, 40.05658, 40.057498, 40.05922, 40.061221)))"
42101002400,"list(list(c(-75.166816, -75.16636, -75.16092, -75.157848, -75.156317, -75.153286, -75.153589, -75.153774, -75.153861, -75.154194, -75.154454, -75.157578, -75.159517, -75.157351, -75.158669, -75.160199, -75.161678, -75.167083, -75.166816, 39.937869, 39.94003, 39.939367, 39.938982, 39.938569, 39.937736, 39.936377, 39.935516, 39.935126, 39.933649, 39.93242, 39.932837, 39.9331, 39.934897, 39.935226, 39.9356, 39.935849, 39.936742, 39.937869)))"
42101007300,"list(list(c(-75.229449, -75.227419, -75.224946, -75.223315, -75.222369, -75.219002, -75.219138, -75.217136, -75.220175, -75.221545, -75.222753, -75.224129, -75.22498, -75.226805, -75.228686, -75.228342, -75.229449, 39.947779, 39.94777, 39.947744, 39.947925, 39.947135, 39.944283, 39.944186, 39.94374, 39.941602, 39.940652, 39.941654, 39.942836, 39.943534, 39.945083, 39.945913, 39.946167, 39.947779)))"
42101016600,"list(list(c(-75.155934, -75.155593, -75.15495, -75.154588, -75.152389, -75.152871, -75.151815, -75.151199, -75.150197, -75.150913, -75.154063, -75.156275, -75.155934, 39.987877, 39.989369, 39.992353, 39.993938, 39.993659, 39.990551, 39.988886, 39.987798, 39.985504, 39.985597, 39.986003, 39.986283, 39.987877)))"
42101021100,"list(list(c(-75.211308, -75.207715, -75.205569, -75.203407, -75.205616, -75.20323, -75.201854, -75.202985, -75.204057, -75.207595, -75.207501, -75.207732, -75.209437, -75.210588, -75.211308, 40.02997, 40.031573, 40.032514, 40.029561, 40.028661, 40.025839, 40.025293, 40.024602, 40.020213, 40.019536, 40.023328, 40.023783, 40.026929, 40.02903, 40.02997)))"
42101027000,"list(list(c(-75.137767, -75.130783, -75.127143, -75.127488, -75.128495, -75.131283, -75.132121, -75.134724, -75.13566, -75.137529, -75.139107, -75.137767, 40.053112, 40.052206, 40.051748, 40.050217, 40.045626, 40.045984, 40.046018, 40.046134, 40.046174, 40.046805, 40.047011, 40.053112)))"
42101031300,"list(list(c(-75.076652, -75.075452, -75.073836, -75.072645, -75.070634, -75.068864, -75.067663, -75.06558, -75.061544, -75.063057, -75.064433, -75.07016, -75.07355, -75.075336, -75.077394, -75.076652, 40.040257, 40.041477, 40.043174, 40.044394, 40.043272, 40.042292, 40.041634, 40.040442, 40.038213, 40.03714, 40.036738, 40.035425, 40.037298, 40.038281, 40.039464, 40.040257)))"
42101000801,"list(list(c(-75.181663, -75.178479, -75.177323, -75.177843, -75.178994, -75.180021, -75.181134, -75.183288, -75.181663, 39.951509, 39.951104, 39.950964, 39.94861, 39.94875, 39.948872, 39.949008, 39.949512, 39.951509)))"
